,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,1799.058301,599.0,2733.071759,934.0134579999999,353.0419027935063
1,2.0,806.063228,599.0,2351.81637,1545.753142,0.0
2,3.0,202.244049,599.0,1521.049006,1318.804957,0.0
3,4.0,302.346271,600.0,1771.578935,1469.232664,0.0
4,5.0,4.811142,600.0,1385.977256,1381.1661139999999,0.0
5,6.0,302.51452,600.0,1677.172423,1374.657903,0.0
6,7.0,327.238258,601.0,1826.054714,1498.816456,0.0
7,8.0,101.668311,601.0,1411.014085,1309.3457740000001,0.0
8,9.0,511.64786,601.0,1963.724296,1452.076436,0.0
9,10.0,310.707588,602.0,1642.467966,1331.760378,0.0
10,11.0,306.034772,602.0,1763.957866,1457.923094,0.0
11,12.0,202.885035,602.0,1738.457339,1535.572304,0.0
12,13.0,106.538417,602.0,1292.97992,1186.441503,0.0
13,14.0,603.061009,603.0,2104.665574,1501.604565,0.0
14,15.0,105.583498,603.0,1441.916934,1336.3334360000001,0.0
15,16.0,302.117404,603.0,1593.437787,1291.320383,0.0
16,17.0,309.955122,604.0,3779.967878,3470.012756,0.0
17,18.0,1.734048,604.0,519.200152,517.466104,0.0
18,19.0,0.458724,604.0,897.610151,897.151427,0.0
19,20.0,302.106982,604.0,1912.203784,1610.096802,0.0
20,21.0,102.844692,605.0,1548.379594,1445.534902,0.0
21,22.0,202.173887,605.0,1296.358125,1094.184238,0.0
22,23.0,603.134867,605.0,2128.054225,1524.9193579999999,0.0
23,24.0,204.405577,606.0,1304.550919,1100.145342,0.0
24,25.0,704.024694,606.0,2100.53625,1396.5115560000002,0.0
25,26.0,303.332698,606.0,1647.486168,1344.15347,0.0
26,27.0,201.987362,607.0,1759.339225,1557.3518629999999,0.0
27,28.0,216.265217,607.0,1508.791194,1292.5259769999998,0.0
28,29.0,402.720253,607.0,1487.254333,1084.5340800000001,0.0
29,30.0,810.907047,607.0,2230.024965,1419.117918,0.0
30,31.0,306.316926,608.0,1872.505123,1566.188197,0.0
31,32.0,105.081519,608.0,1673.473567,1568.392048,0.0
32,33.0,229.147468,608.0,1489.674231,1260.5267629999998,0.0
33,34.0,704.910077,609.0,2407.448912,1702.5388349999998,0.0
34,35.0,1.911676,609.0,1530.687586,1528.77591,0.0
35,36.0,217.801178,609.0,1809.412735,1591.6115570000002,0.0
36,37.0,318.441723,610.0,1835.149839,1516.7081159999998,0.0
37,38.0,101.986906,610.0,1585.201882,1483.214976,0.0
38,39.0,203.295938,610.0,1450.690167,1247.394229,0.0
39,40.0,608.461383,610.0,1890.678212,1282.216829,0.0
40,41.0,602.83935,611.0,2232.074048,1629.234698,0.0
41,42.0,202.288604,611.0,1781.640205,1579.3516009999998,0.0
42,43.0,5.829218,611.0,1683.862646,1678.033428,0.0
43,44.0,113.764873,612.0,1553.212229,1439.447356,0.0
44,45.0,405.243454,612.0,2058.479145,1653.2356909999999,0.0
45,46.0,202.729663,612.0,1722.010342,1519.280679,0.0
46,47.0,216.651428,612.0,1451.693119,1235.041691,0.0
47,48.0,603.01867,613.0,0.0,0.0,0.0
