,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,301.140001,1198.0,4456.11959,4154.9795890000005,378.73184111325173
1,2.0,116.02111,1199.0,612.168374,496.14726399999995,0.0
2,3.0,3819.197829,1199.0,7927.77732,4108.579491,0.0
3,4.0,0.903414,1200.0,741.210667,740.307253,0.0
4,5.0,3814.406516,1201.0,4573.680004,759.2734879999998,0.0
5,6.0,116.532606,1201.0,643.697934,527.165328,0.0
6,7.0,4117.793715,1202.0,4877.373923,759.5802080000003,0.0
7,8.0,202.897714,1202.0,4384.572196,4181.674482,0.0
8,9.0,3312.519139,1203.0,7419.258106,4106.738967,0.0
9,10.0,216.744943,1204.0,694.736816,477.99187299999994,0.0
10,11.0,604.546846,1204.0,1342.903819,738.3569730000002,0.0
11,12.0,4015.547217,1205.0,5997.267711,1981.7204940000006,0.0
12,13.0,0.29583,1205.0,3763.476939,3763.181109,0.0
13,14.0,420.830408,1206.0,431.388617,10.558209000000033,0.0
14,15.0,704.209105,1207.0,508.543858,-195.66524700000002,0.0
15,16.0,0.792495,1207.0,4868.553767,4867.761272000001,0.0
16,17.0,3914.534375,1208.0,755.898887,-3158.6354880000004,0.0
