,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,1.842046,200.0,126.420285,124.57823900000001,201.9820697591529
1,2.0,0.453923,200.0,177.919055,177.46513199999998,0.0
2,3.0,201.837051,200.0,211.717324,9.880272999999988,0.0
3,4.0,202.091412,200.0,634.595373,432.503961,0.0
4,5.0,204.412355,200.0,689.909015,485.49665999999996,0.0
5,6.0,202.133103,201.0,609.431276,407.298173,0.0
6,7.0,302.23181,201.0,524.957703,222.72589300000004,0.0
7,8.0,202.472801,201.0,1158.765164,956.2923629999999,0.0
8,9.0,202.006737,201.0,920.991149,718.984412,0.0
9,10.0,202.09785,201.0,1291.978961,1089.8811110000001,0.0
10,11.0,205.399362,202.0,1273.000308,1067.600946,0.0
11,12.0,402.670566,202.0,483.678801,81.00823500000001,0.0
12,13.0,234.584241,202.0,1092.804797,858.220556,0.0
13,14.0,1.525187,202.0,2328.335294,2326.810107,0.0
14,15.0,202.888433,203.0,97.073497,-105.81493599999999,0.0
15,16.0,213.028493,203.0,955.30322,742.274727,0.0
16,17.0,209.051342,203.0,514.958653,305.90731100000005,0.0
17,18.0,101.89472,203.0,1334.261217,1232.366497,0.0
18,19.0,303.581876,203.0,749.893853,446.311977,0.0
19,20.0,202.990734,204.0,1153.909967,950.9192330000001,0.0
20,21.0,2.086645,204.0,694.894667,692.808022,0.0
21,22.0,302.169873,204.0,1355.651864,1053.4819909999999,0.0
22,23.0,202.474175,204.0,815.128132,612.653957,0.0
23,24.0,402.876577,204.0,1346.632071,943.755494,0.0
24,25.0,201.819358,205.0,429.64656,227.82720200000003,0.0
25,26.0,302.547847,205.0,1157.554997,855.0071499999999,0.0
26,27.0,1.859076,205.0,1106.458637,1104.599561,0.0
27,28.0,116.399231,205.0,1167.653512,1051.254281,0.0
28,29.0,1.383837,206.0,1098.915225,1097.5313879999999,0.0
29,30.0,303.121544,206.0,2209.152079,1906.0305349999999,0.0
30,31.0,303.791528,206.0,75.478528,-228.31300000000005,0.0
31,32.0,303.148264,206.0,379.523696,76.37543199999999,0.0
32,33.0,201.991307,206.0,1414.367808,1212.376501,0.0
33,34.0,101.999965,207.0,627.376755,525.37679,0.0
34,35.0,302.863731,207.0,921.108351,618.2446199999999,0.0
35,36.0,201.902351,207.0,1399.061447,1197.159096,0.0
36,37.0,201.986211,207.0,542.245529,340.259318,0.0
37,38.0,202.412777,207.0,1439.437448,1237.024671,0.0
38,39.0,202.227893,208.0,673.490654,471.26276099999995,0.0
39,40.0,101.498695,208.0,986.61616,885.117465,0.0
40,41.0,307.232412,208.0,1243.176009,935.943597,0.0
41,42.0,302.136733,208.0,714.138968,412.002235,0.0
42,43.0,122.299242,208.0,1050.70363,928.4043879999999,0.0
43,44.0,1.787901,209.0,972.453868,970.665967,0.0
44,45.0,209.578047,209.0,1355.319586,1145.741539,0.0
45,46.0,305.180684,209.0,2221.585335,1916.4046510000003,0.0
46,47.0,202.18863,209.0,77.613978,-124.57465199999999,0.0
47,48.0,504.727315,210.0,455.665883,-49.06143199999997,0.0
48,49.0,211.339739,210.0,805.181888,593.842149,0.0
49,50.0,102.161208,210.0,1349.324135,1247.162927,0.0
50,51.0,302.966505,210.0,528.207163,225.24065800000005,0.0
51,52.0,114.626061,211.0,1542.828677,1428.202616,0.0
52,53.0,302.256067,211.0,678.618917,376.36285000000004,0.0
53,54.0,224.719408,211.0,1153.431931,928.7125230000001,0.0
54,55.0,203.943471,211.0,875.554683,671.611212,0.0
55,56.0,305.929606,211.0,1125.080491,819.150885,0.0
56,57.0,204.308821,212.0,788.428347,584.1195260000001,0.0
57,58.0,250.071999,212.0,1367.621389,1117.54939,0.0
58,59.0,1.617514,212.0,511.485095,509.867581,0.0
59,60.0,213.126504,212.0,1426.999161,1213.872657,0.0
60,61.0,303.188776,213.0,738.004151,434.81537499999996,0.0
61,62.0,205.097982,213.0,2352.081617,2146.9836349999996,0.0
62,63.0,206.636854,213.0,82.019607,-124.617247,0.0
63,64.0,403.116643,213.0,1054.681344,651.564701,0.0
64,65.0,205.545433,213.0,486.397444,280.852011,0.0
65,66.0,406.099429,214.0,1069.176457,663.077028,0.0
66,67.0,302.731698,214.0,1259.16973,956.438032,0.0
67,68.0,203.240548,214.0,517.658289,314.417741,0.0
68,69.0,102.055209,214.0,1530.618476,1428.563267,0.0
69,70.0,202.033538,214.0,477.587496,275.55395799999997,0.0
70,71.0,403.722847,215.0,1462.093185,1058.370338,0.0
71,72.0,102.898215,215.0,657.663987,554.765772,0.0
72,73.0,276.865955,215.0,1281.355961,1004.490006,0.0
73,74.0,1.74643,216.0,1278.161519,1276.415089,0.0
74,75.0,100.997514,216.0,506.947868,405.95035400000006,0.0
75,76.0,203.150355,216.0,1106.584784,903.4344289999999,0.0
76,77.0,203.140665,216.0,1187.78591,984.645245,0.0
77,78.0,204.464508,217.0,3364.575895,3160.111387,0.0
