,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,101.088888,1398.0,1108.105351,1007.0164629999999,1063.338667227385
1,2.0,227.607527,1399.0,857.891455,630.283928,0.0
2,3.0,604.039263,1399.0,1586.603406,982.564143,0.0
3,4.0,101.161442,1400.0,1036.191215,935.0297730000001,0.0
4,5.0,401.982921,1401.0,1365.267203,963.2842820000001,0.0
5,6.0,135.257107,1402.0,731.375518,596.118411,0.0
6,7.0,602.150956,1402.0,1573.165831,971.0148750000001,0.0
7,8.0,201.394752,1403.0,1182.015534,980.6207819999998,0.0
8,9.0,301.537633,1404.0,1269.637065,968.0994319999999,0.0
9,10.0,122.753487,1404.0,799.331763,676.578276,0.0
10,11.0,502.142642,1405.0,1477.455751,975.3131089999999,0.0
11,12.0,201.360041,1406.0,1214.845383,1013.4853420000001,0.0
12,13.0,201.413255,1406.0,1259.905359,1058.4921040000002,0.0
13,14.0,121.488841,1407.0,803.528949,682.040108,0.0
14,15.0,602.402966,1408.0,1571.613052,969.2100859999999,0.0
15,16.0,201.432769,1408.0,1208.805331,1007.372562,0.0
16,17.0,402.002597,1409.0,1375.896418,973.8938210000001,0.0
17,18.0,121.415674,1410.0,848.961078,727.5454040000001,0.0
18,19.0,504.033043,1410.0,1606.883139,1102.8500960000001,0.0
19,20.0,201.381741,1411.0,1400.217046,1198.835305,0.0
20,21.0,101.124688,1412.0,1103.955932,1002.8312440000001,0.0
21,22.0,219.736341,1413.0,931.716765,711.980424,0.0
22,23.0,603.382298,1413.0,1640.598886,1037.216588,0.0
23,24.0,201.419427,1414.0,1225.002631,1023.583204,0.0
24,25.0,201.617084,1415.0,1198.726652,997.1095680000001,0.0
25,26.0,220.462043,1415.0,3866.995132,3646.533089,0.0
26,27.0,0.781029,1417.0,649.306684,648.525655,0.0
27,28.0,126.850577,1418.0,584.160728,457.31015099999996,0.0
28,29.0,803.129597,1419.0,1040.106493,236.976896,0.0
29,30.0,302.112195,1419.0,752.463702,450.351507,0.0
30,31.0,201.486179,1420.0,1768.901508,1567.415329,0.0
31,32.0,220.184193,1421.0,1255.290267,1035.106074,0.0
32,33.0,502.561476,1422.0,1202.80891,700.2474339999999,0.0
33,34.0,202.576479,1422.0,902.172077,699.5955979999999,0.0
34,35.0,1504.960288,1423.0,1452.144752,-52.815536000000066,0.0
35,36.0,223.793271,1424.0,1219.726709,995.933438,0.0
36,37.0,502.389917,1424.0,2710.200633,2207.810716,0.0
37,38.0,602.124984,1425.0,935.389964,333.2649799999999,0.0
38,39.0,403.435584,1426.0,1520.40579,1116.970206,0.0
39,40.0,125.935713,1426.0,1541.991086,1416.055373,0.0
40,41.0,802.919332,1427.0,1478.580319,675.6609869999999,0.0
41,42.0,302.503442,1428.0,801.640278,499.13683599999996,0.0
42,43.0,101.120151,1428.0,1822.537608,1721.417457,0.0
43,44.0,223.116945,1429.0,1389.009996,1165.893051,0.0
44,45.0,502.025099,1430.0,1166.487329,664.4622300000001,0.0
45,46.0,301.650566,1431.0,856.107827,554.457261,0.0
46,47.0,502.574057,1431.0,1490.560487,987.9864299999999,0.0
47,48.0,124.822801,1432.0,1247.124641,1122.30184,0.0
48,49.0,602.327199,1433.0,1460.693158,858.3659590000001,0.0
49,50.0,802.84858,1433.0,741.302652,-61.545928,0.0
50,51.0,302.449347,1434.0,1625.728613,1323.279266,0.0
51,52.0,127.30658,1435.0,1865.305423,1737.998843,0.0
52,53.0,1003.520768,1435.0,1294.475057,290.95428900000013,0.0
53,54.0,703.397043,1436.0,226.169929,-477.22711400000003,0.0
54,55.0,203.551585,176.0,1462.380024,1258.8284390000001,0.0
55,56.0,204.243194,165.0,1232.41183,1028.168636,0.0
