,Height,ConTime,BlockNum,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,221678276.0,1.0,961668455.0,739990179.0,1024.6638226328723,0.0,1.581006340047619
1,2.0,702635183.0,2.0,2030737851.0,1328102668.0,0.0,0.0,0.0
2,3.0,101216323.0,3.0,1355969124.0,1254752801.0,0.0,0.0,0.0
3,4.0,829008.0,4.0,1110226133.0,1109397125.0,0.0,0.0,0.0
4,5.0,227033763.0,5.0,1019654311.0,792620548.0,0.0,0.0,0.0
5,6.0,609991419.0,6.0,1949055125.0,1339063706.0,0.0,0.0,0.0
6,7.0,702702407.0,7.0,2096240655.0,1393538248.0,0.0,0.0,0.0
7,8.0,101061149.0,8.0,1532344881.0,1431283732.0,0.0,0.0,0.0
8,9.0,130824352.0,9.0,900372050.0,769547698.0,0.0,0.0,0.0
9,10.0,702479907.0,10.0,2084780827.0,1382300920.0,0.0,0.0,0.0
10,11.0,742803.0,11.0,1339654208.0,1338911405.0,0.0,0.0,0.0
11,12.0,778826.0,12.0,1154608414.0,1153829588.0,0.0,0.0,0.0
12,13.0,223702818.0,13.0,1015247510.0,791544692.0,0.0,0.0,0.0
13,14.0,802820469.0,14.0,2109438611.0,1306618142.0,0.0,0.0,0.0
14,15.0,401750397.0,15.0,1610129594.0,1208379197.0,0.0,0.0,0.0
15,16.0,402058380.0,16.0,1754868849.0,1352810469.0,0.0,0.0,0.0
16,17.0,126668879.0,17.0,917305825.0,790636946.0,0.0,0.0,0.0
17,18.0,705442822.0,18.0,2059336434.0,1353893612.0,0.0,0.0,0.0
18,19.0,819127.0,19.0,1258840197.0,1258021070.0,0.0,0.0,0.0
19,20.0,401669550.0,20.0,1784807553.0,1383138003.0,0.0,0.0,0.0
20,21.0,128305788.0,21.0,927170798.0,798865010.0,0.0,0.0,0.0
21,22.0,702419317.0,22.0,2131942684.0,1429523367.0,0.0,0.0,0.0
22,23.0,1196627.0,23.0,1486143055.0,1484946428.0,0.0,0.0,0.0
23,24.0,923835.0,24.0,1564712351.0,1563788516.0,0.0,0.0,0.0
24,25.0,235231346.0,25.0,1045944315.0,810712969.0,0.0,0.0,0.0
25,26.0,602118788.0,26.0,1741870259.0,1139751471.0,0.0,0.0,0.0
26,27.0,303234977.0,27.0,1349037613.0,1045802636.0,0.0,0.0,0.0
27,28.0,203401136.0,28.0,1309741385.0,1106340249.0,0.0,0.0,0.0
28,29.0,226620068.0,29.0,944483422.0,717863354.0,0.0,0.0,0.0
29,30.0,602442520.0,30.0,1815917769.0,1213475249.0,0.0,0.0,0.0
30,31.0,702519492.0,31.0,2211139694.0,1508620202.0,0.0,0.0,0.0
31,32.0,106131798.0,32.0,1568143665.0,1462011867.0,0.0,0.0,0.0
32,33.0,132848795.0,33.0,867918961.0,735070166.0,0.0,0.0,0.0
33,34.0,702354612.0,34.0,1944185086.0,1241830474.0,0.0,0.0,0.0
34,35.0,401759841.0,35.0,1728036688.0,1326276847.0,0.0,0.0,0.0
35,36.0,112194765.0,36.0,1429538971.0,1317344206.0,0.0,0.0,0.0
36,37.0,231355840.0,37.0,1018258466.0,786902626.0,0.0,0.0,0.0
37,38.0,602373421.0,38.0,1796767165.0,1194393744.0,0.0,0.0,0.0
38,39.0,301388770.0,39.0,1484603005.0,1183214235.0,0.0,0.0,0.0
39,40.0,401706513.0,40.0,1875533463.0,1473826950.0,0.0,0.0,0.0
40,41.0,224137622.0,41.0,1000136583.0,775998961.0,0.0,0.0,0.0
41,42.0,1003361865.0,42.0,2328481605.0,1325119740.0,0.0,0.0,0.0
42,43.0,814277.0,43.0,1220278699.0,1219464422.0,0.0,0.0,0.0
43,44.0,404009965.0,44.0,1880533055.0,1476523090.0,0.0,0.0,0.0
44,45.0,130006521.0,45.0,926540913.0,796534392.0,0.0,0.0,0.0
45,46.0,602069932.0,46.0,1798756996.0,1196687064.0,0.0,0.0,0.0
46,47.0,201523973.0,47.0,1377738903.0,1176214930.0,0.0,0.0,0.0
47,48.0,301524733.0,48.0,1680485454.0,1378960721.0,0.0,0.0,0.0
48,49.0,120847147.0,49.0,4242012237.0,4121165090.0,0.0,0.0,0.0
49,50.0,1222681.0,50.0,770128277.0,768905596.0,0.0,0.0,0.0
50,51.0,134864577.0,51.0,963300331.0,828435754.0,0.0,0.0,0.0
51,52.0,902851482.0,52.0,837142795.0,-65708687.0,0.0,0.0,0.0
52,53.0,201280530.0,53.0,985437306.0,784156776.0,0.0,0.0,0.0
