,Height,ConTime,BlockNum,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,860559.0,1.0,1348428972.0,1347568413.0,1023.0727748255673,0.0,1.583465067063492
1,2.0,749596.0,2.0,1233302115.0,1232552519.0,0.0,0.0,0.0
2,3.0,133621706.0,3.0,3953438597.0,3819816891.0,0.0,0.0,0.0
3,4.0,1174724.0,4.0,713860930.0,712686206.0,0.0,0.0,0.0
4,5.0,122875595.0,5.0,819241011.0,696365416.0,0.0,0.0,0.0
5,6.0,702587573.0,6.0,622820153.0,-79767420.0,0.0,0.0,0.0
6,7.0,401876033.0,7.0,875706032.0,473829999.0,0.0,0.0,0.0
7,8.0,890948.0,8.0,1976938584.0,1976047636.0,0.0,0.0,0.0
8,9.0,226179790.0,9.0,1794749397.0,1568569607.0,0.0,0.0,0.0
9,10.0,611940098.0,10.0,1235312164.0,623372066.0,0.0,0.0,0.0
10,11.0,905674.0,11.0,977879227.0,976973553.0,0.0,0.0,0.0
11,12.0,501870159.0,12.0,1922595271.0,1420725112.0,0.0,0.0,0.0
12,13.0,123942340.0,13.0,1132915459.0,1008973119.0,0.0,0.0,0.0
13,14.0,802766401.0,14.0,1969615195.0,1166848794.0,0.0,0.0,0.0
14,15.0,401827317.0,15.0,918074798.0,516247481.0,0.0,0.0,0.0
15,16.0,874982.0,16.0,2012269673.0,2011394691.0,0.0,0.0,0.0
16,17.0,226169240.0,17.0,1780239938.0,1554070698.0,0.0,0.0,0.0
17,18.0,704444717.0,18.0,1291068974.0,586624257.0,0.0,0.0,0.0
18,19.0,301593815.0,19.0,1070400797.0,768806982.0,0.0,0.0,0.0
19,20.0,401806320.0,20.0,1876560123.0,1474753803.0,0.0,0.0,0.0
20,21.0,120629864.0,21.0,1427290577.0,1306660713.0,0.0,0.0,0.0
21,22.0,904706738.0,22.0,1631656432.0,726949694.0,0.0,0.0,0.0
22,23.0,301817314.0,23.0,869664097.0,567846783.0,0.0,0.0,0.0
23,24.0,201531451.0,24.0,2261401422.0,2059869971.0,0.0,0.0,0.0
24,25.0,122186109.0,25.0,1630018754.0,1507832645.0,0.0,0.0,0.0
25,26.0,1216192.0,26.0,1440355901.0,1439139709.0,0.0,0.0,0.0
26,27.0,128116537.0,27.0,3838148030.0,3710031493.0,0.0,0.0,0.0
27,28.0,802509111.0,28.0,701444824.0,-101064287.0,0.0,0.0,0.0
28,29.0,301855692.0,29.0,683903359.0,382047667.0,0.0,0.0,0.0
29,30.0,1191048.0,30.0,580964161.0,579773113.0,0.0,0.0,0.0
30,31.0,126059324.0,31.0,925206861.0,799147537.0,0.0,0.0,0.0
31,32.0,802559362.0,32.0,2201380449.0,1398821087.0,0.0,0.0,0.0
32,33.0,902843.0,33.0,1730367108.0,1729464265.0,0.0,0.0,0.0
33,34.0,101117196.0,34.0,1427903835.0,1326786639.0,0.0,0.0,0.0
34,35.0,328736896.0,35.0,894337868.0,565600972.0,0.0,0.0,0.0
35,36.0,602178201.0,36.0,2305118941.0,1702940740.0,0.0,0.0,0.0
36,37.0,402116641.0,37.0,1328244945.0,926128304.0,0.0,0.0,0.0
37,38.0,401911062.0,38.0,1317358718.0,915447656.0,0.0,0.0,0.0
38,39.0,236251084.0,39.0,1142043931.0,905792847.0,0.0,0.0,0.0
39,40.0,711051519.0,40.0,1918267792.0,1207216273.0,0.0,0.0,0.0
40,41.0,401642079.0,41.0,1749897311.0,1348255232.0,0.0,0.0,0.0
41,42.0,201416019.0,42.0,1610337958.0,1408921939.0,0.0,0.0,0.0
42,43.0,224141062.0,43.0,1051247122.0,827106060.0,0.0,0.0,0.0
43,44.0,802840990.0,44.0,1985902978.0,1183061988.0,0.0,0.0,0.0
44,45.0,301329123.0,45.0,1589210156.0,1287881033.0,0.0,0.0,0.0
45,46.0,301589624.0,46.0,1414032522.0,1112442898.0,0.0,0.0,0.0
46,47.0,229033142.0,47.0,828412362.0,599379220.0,0.0,0.0,0.0
47,48.0,1103104841.0,48.0,2029974879.0,926870038.0,0.0,0.0,0.0
48,49.0,602007634.0,49.0,1547608505.0,945600871.0,0.0,0.0,0.0
49,50.0,502035462.0,50.0,1550545235.0,1048509773.0,0.0,0.0,0.0
50,51.0,229346103.0,51.0,874658453.0,645312350.0,0.0,0.0,0.0
51,52.0,802569012.0,52.0,2583190602.0,1780621590.0,0.0,0.0,0.0
52,53.0,401625441.0,53.0,1895818351.0,1494192910.0,0.0,0.0,0.0
