,Height,ConTime,BlockNum,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,856799.0,1.0,1266755514.0,1265898715.0,1022.1088395292052,0.0,1.5849584088776596
1,2.0,226738770.0,2.0,1033207318.0,806468548.0,0.0,0.0,0.0
2,3.0,604783270.0,3.0,1779468184.0,1174684914.0,0.0,0.0,0.0
3,4.0,101101068.0,4.0,1337142573.0,1236041505.0,0.0,0.0,0.0
4,5.0,952061.0,5.0,1314491760.0,1313539699.0,0.0,0.0,0.0
5,6.0,126875728.0,6.0,969359535.0,842483807.0,0.0,0.0,0.0
6,7.0,1304439175.0,7.0,2502282961.0,1197843786.0,0.0,0.0,0.0
7,8.0,201476113.0,8.0,1751293528.0,1549817415.0,0.0,0.0,0.0
8,9.0,101340288.0,9.0,1285490365.0,1184150077.0,0.0,0.0,0.0
9,10.0,226917484.0,10.0,1080536492.0,853619008.0,0.0,0.0,0.0
10,11.0,502833698.0,11.0,1693732356.0,1190898658.0,0.0,0.0,0.0
11,12.0,201362019.0,12.0,1389694113.0,1188332094.0,0.0,0.0,0.0
12,13.0,201464157.0,13.0,1588698077.0,1387233920.0,0.0,0.0,0.0
13,14.0,226458029.0,14.0,1081985797.0,855527768.0,0.0,0.0,0.0
14,15.0,809993067.0,15.0,2045623419.0,1235630352.0,0.0,0.0,0.0
15,16.0,301501324.0,16.0,1537180760.0,1235679436.0,0.0,0.0,0.0
16,17.0,301641487.0,17.0,1556035456.0,1254393969.0,0.0,0.0,0.0
17,18.0,233766109.0,18.0,1043849202.0,810083093.0,0.0,0.0,0.0
18,19.0,610048667.0,19.0,1955290121.0,1345241454.0,0.0,0.0,0.0
19,20.0,301560894.0,20.0,1499935538.0,1198374644.0,0.0,0.0,0.0
20,21.0,301609174.0,21.0,1586414598.0,1284805424.0,0.0,0.0,0.0
21,22.0,227742129.0,22.0,988402044.0,760659915.0,0.0,0.0,0.0
22,23.0,602292299.0,23.0,1916490297.0,1314197998.0,0.0,0.0,0.0
23,24.0,201347501.0,24.0,1517632974.0,1316285473.0,0.0,0.0,0.0
24,25.0,501915896.0,25.0,1775837807.0,1273921911.0,0.0,0.0,0.0
25,26.0,141642619.0,26.0,846919005.0,705276386.0,0.0,0.0,0.0
26,27.0,704845235.0,27.0,1757082273.0,1052237038.0,0.0,0.0,0.0
27,28.0,203828626.0,28.0,1317907167.0,1114078541.0,0.0,0.0,0.0
28,29.0,203646505.0,29.0,1364688269.0,1161041764.0,0.0,0.0,0.0
29,30.0,128355672.0,30.0,919515032.0,791159360.0,0.0,0.0,0.0
30,31.0,1103605529.0,31.0,2348279774.0,1244674245.0,0.0,0.0,0.0
31,32.0,401850025.0,32.0,1764778244.0,1362928219.0,0.0,0.0,0.0
32,33.0,301475112.0,33.0,1524017445.0,1222542333.0,0.0,0.0,0.0
33,34.0,230489497.0,34.0,1044783303.0,814293806.0,0.0,0.0,0.0
34,35.0,802453935.0,35.0,1998297325.0,1195843390.0,0.0,0.0,0.0
35,36.0,301570404.0,36.0,1692496514.0,1390926110.0,0.0,0.0,0.0
36,37.0,101149136.0,37.0,1302293619.0,1201144483.0,0.0,0.0,0.0
37,38.0,232532768.0,38.0,4024577462.0,3792044694.0,0.0,0.0,0.0
38,39.0,3631489.0,39.0,821000731.0,817369242.0,0.0,0.0,0.0
39,40.0,1275566.0,40.0,677080268.0,675804702.0,0.0,0.0,0.0
40,41.0,128362534.0,41.0,1028600681.0,900238147.0,0.0,0.0,0.0
41,42.0,602112620.0,42.0,878729837.0,276617217.0,0.0,0.0,0.0
42,43.0,401819816.0,43.0,1842761949.0,1440942133.0,0.0,0.0,0.0
43,44.0,402503841.0,44.0,1656950170.0,1254446329.0,0.0,0.0,0.0
44,45.0,224431528.0,45.0,1620650302.0,1396218774.0,0.0,0.0,0.0
45,46.0,501944602.0,46.0,1056862723.0,554918121.0,0.0,0.0,0.0
46,47.0,301730871.0,47.0,1686619601.0,1384888730.0,0.0,0.0,0.0
47,48.0,201525112.0,48.0,1597023061.0,1395497949.0,0.0,0.0,0.0
48,49.0,336105062.0,49.0,1416741214.0,1080636152.0,0.0,0.0,0.0
49,50.0,802638565.0,50.0,935365326.0,132726761.0,0.0,0.0,0.0
50,51.0,301517676.0,51.0,2374701518.0,2073183842.0,0.0,0.0,0.0
51,52.0,501850756.0,52.0,1830636879.0,1328786123.0,0.0,0.0,0.0
52,53.0,253526744.0,53.0,2014037323.0,1760510579.0,0.0,0.0,0.0
53,54.0,1003341288.0,54.0,812649695.0,-190691593.0,0.0,0.0,0.0
54,55.0,201240413.0,55.0,2288251573.0,2087011160.0,0.0,0.0,0.0
55,56.0,301406264.0,56.0,1671872668.0,1370466404.0,0.0,0.0,0.0
56,57.0,182552030.0,57.0,1958770388.0,1776218358.0,0.0,0.0,0.0
57,58.0,1204073698.0,58.0,672319419.0,-531754279.0,0.0,0.0,0.0
58,59.0,201150792.0,59.0,2278612480.0,2077461688.0,0.0,0.0,0.0
59,60.0,301412671.0,60.0,1294650345.0,993237674.0,0.0,0.0,0.0
60,61.0,222314634.0,61.0,1398641786.0,1176327152.0,0.0,0.0,0.0
61,62.0,802770429.0,62.0,651889874.0,-150880555.0,0.0,0.0,0.0
62,63.0,201391047.0,63.0,1854005422.0,1652614375.0,0.0,0.0,0.0
63,64.0,301540265.0,64.0,1438651706.0,1137111441.0,0.0,0.0,0.0
64,65.0,329090248.0,65.0,1586924022.0,1257833774.0,0.0,0.0,0.0
65,66.0,902819745.0,66.0,830999521.0,-71820224.0,0.0,0.0,0.0
66,67.0,1004132088.0,67.0,2128482647.0,1124350559.0,0.0,0.0,0.0
67,68.0,104278198.0,68.0,2322145164.0,2217866966.0,0.0,0.0,0.0
68,69.0,225527656.0,69.0,1376721927.0,1151194271.0,0.0,0.0,0.0
69,70.0,903342121.0,70.0,719326476.0,-184015645.0,0.0,0.0,0.0
70,71.0,401727070.0,71.0,2125436960.0,1723709890.0,0.0,0.0,0.0
71,72.0,101488942.0,72.0,1835936721.0,1734447779.0,0.0,0.0,0.0
72,73.0,226958837.0,73.0,1389495038.0,1162536201.0,0.0,0.0,0.0
73,74.0,1103819720.0,74.0,693785724.0,-410033996.0,0.0,0.0,0.0
74,75.0,401753596.0,75.0,2773434682.0,2371681086.0,0.0,0.0,0.0
75,76.0,401698642.0,76.0,1882423731.0,1480725089.0,0.0,0.0,0.0
76,77.0,232856486.0,77.0,1969301390.0,1736444904.0,0.0,0.0,0.0
77,78.0,1103404560.0,78.0,760693482.0,-342711078.0,0.0,0.0,0.0
78,79.0,201470486.0,79.0,2290259984.0,2088789498.0,0.0,0.0,0.0
79,80.0,201298560.0,80.0,1520535016.0,1319236456.0,0.0,0.0,0.0
80,81.0,237382943.0,81.0,1615741213.0,1378358270.0,0.0,0.0,0.0
81,82.0,1003049809.0,82.0,792336512.0,-210713297.0,0.0,0.0,0.0
82,83.0,103080232.0,83.0,2182270033.0,2079189801.0,0.0,0.0,0.0
83,84.0,403683293.0,84.0,1304968818.0,901285525.0,0.0,0.0,0.0
84,85.0,223213152.0,85.0,1522879611.0,1299666459.0,0.0,0.0,0.0
85,86.0,905149701.0,86.0,699965683.0,-205184018.0,0.0,0.0,0.0
86,87.0,203122401.0,87.0,2041790893.0,1838668492.0,0.0,0.0,0.0
87,88.0,101545703.0,88.0,1341777308.0,1240231605.0,0.0,0.0,0.0
88,89.0,237469100.0,89.0,1454793714.0,1217324614.0,0.0,0.0,0.0
89,90.0,869210.0,90.0,3677371776.0,3676502566.0,0.0,0.0,0.0
90,91.0,759417.0,91.0,908483573.0,907724156.0,0.0,0.0,0.0
91,92.0,225410798.0,92.0,702018347.0,476607549.0,0.0,0.0,0.0
92,93.0,904406611.0,93.0,1407444127.0,503037516.0,0.0,0.0,0.0
93,94.0,201222903.0,94.0,679629370.0,478406467.0,0.0,0.0,0.0
94,95.0,402061279.0,95.0,2139368686.0,1737307407.0,0.0,0.0,0.0
95,96.0,227752154.0,96.0,1457170940.0,1229418786.0,0.0,0.0,0.0
96,97.0,903177659.0,97.0,1996226317.0,1093048658.0,0.0,0.0,0.0
97,98.0,301561203.0,98.0,808521334.0,506960131.0,0.0,0.0,0.0
98,99.0,501717714.0,99.0,2305974901.0,1804257187.0,0.0,0.0,0.0
99,100.0,243761053.0,100.0,1502145077.0,1258384024.0,0.0,0.0,0.0
100,101.0,1286429.0,101.0,1912015221.0,1910728792.0,0.0,0.0,0.0
101,102.0,1000384.0,102.0,4107073820.0,4106073436.0,0.0,0.0,0.0
102,103.0,128242693.0,103.0,795527102.0,667284409.0,0.0,0.0,0.0
103,104.0,1461169.0,104.0,918824949.0,917363780.0,0.0,0.0,0.0
104,105.0,886010.0,105.0,1389715603.0,1388829593.0,0.0,0.0,0.0
105,106.0,225275431.0,106.0,3576260769.0,3350985338.0,0.0,0.0,0.0
106,107.0,902941826.0,107.0,690015688.0,-212926138.0,0.0,0.0,0.0
107,108.0,401668482.0,108.0,678750174.0,277081692.0,0.0,0.0,0.0
108,109.0,101038540.0,109.0,1076903618.0,975865078.0,0.0,0.0,0.0
109,110.0,125580998.0,110.0,663032260.0,537451262.0,0.0,0.0,0.0
110,111.0,1103400194.0,111.0,2235907712.0,1132507518.0,0.0,0.0,0.0
111,112.0,301506601.0,112.0,1821214154.0,1519707553.0,0.0,0.0,0.0
112,113.0,501915285.0,113.0,1648214980.0,1146299695.0,0.0,0.0,0.0
113,114.0,224914878.0,114.0,566512310.0,341597432.0,0.0,0.0,0.0
114,115.0,902810648.0,115.0,2364431858.0,1461621210.0,0.0,0.0,0.0
115,116.0,301867499.0,116.0,1591468084.0,1289600585.0,0.0,0.0,0.0
116,117.0,201452882.0,117.0,1851908729.0,1650455847.0,0.0,0.0,0.0
117,118.0,230046279.0,118.0,716575349.0,486529070.0,0.0,0.0,0.0
118,119.0,1218224.0,119.0,2083295325.0,2082077101.0,0.0,0.0,0.0
119,120.0,3011467.0,120.0,1533978235.0,1530966768.0,0.0,0.0,0.0
120,121.0,238085611.0,121.0,1636923552.0,1398837941.0,0.0,0.0,0.0
121,122.0,905566421.0,122.0,3792254322.0,2886687901.0,0.0,0.0,0.0
122,123.0,301524146.0,123.0,792669408.0,491145262.0,0.0,0.0,0.0
123,124.0,201287478.0,124.0,1245502782.0,1044215304.0,0.0,0.0,0.0
124,125.0,244661196.0,125.0,1466663085.0,1222001889.0,0.0,0.0,0.0
125,126.0,1253308.0,126.0,843277436.0,842024128.0,0.0,0.0,0.0
126,127.0,835701.0,127.0,2137117953.0,2136282252.0,0.0,0.0,0.0
127,128.0,232034020.0,128.0,1885119149.0,1653085129.0,0.0,0.0,0.0
128,129.0,1003917543.0,129.0,1990043545.0,986126002.0,0.0,0.0,0.0
129,130.0,101325641.0,130.0,3776494178.0,3675168537.0,0.0,0.0,0.0
130,131.0,501699570.0,131.0,662491595.0,160792025.0,0.0,0.0,0.0
131,132.0,247261765.0,132.0,728039037.0,480777272.0,0.0,0.0,0.0
132,133.0,907864503.0,133.0,948750012.0,40885509.0,0.0,0.0,0.0
133,134.0,1052266.0,134.0,695770846.0,694718580.0,0.0,0.0,0.0
134,135.0,201359810.0,135.0,2236943404.0,2035583594.0,0.0,0.0,0.0
135,136.0,227814180.0,136.0,1469584804.0,1241770624.0,0.0,0.0,0.0
136,137.0,902909721.0,137.0,1848472183.0,945562462.0,0.0,0.0,0.0
137,138.0,401946665.0,138.0,865931824.0,463985159.0,0.0,0.0,0.0
138,139.0,603309891.0,139.0,2356905947.0,1753596056.0,0.0,0.0,0.0
139,140.0,135078264.0,140.0,1412014793.0,1276936529.0,0.0,0.0,0.0
140,141.0,903001876.0,141.0,1506208118.0,603206242.0,0.0,0.0,0.0
141,142.0,201608831.0,142.0,688982305.0,487373474.0,0.0,0.0,0.0
142,143.0,1521554.0,143.0,2223345399.0,2221823845.0,0.0,0.0,0.0
143,144.0,237040333.0,144.0,1686468790.0,1449428457.0,0.0,0.0,0.0
144,145.0,1109644038.0,145.0,2077158446.0,967514408.0,0.0,0.0,0.0
145,146.0,308035065.0,146.0,852001663.0,543966598.0,0.0,0.0,0.0
146,147.0,201664713.0,147.0,2385160337.0,2183495624.0,0.0,0.0,0.0
147,148.0,228265208.0,148.0,1800658181.0,1572392973.0,0.0,0.0,0.0
148,149.0,1002844840.0,149.0,1636698850.0,633854010.0,0.0,0.0,0.0
149,150.0,302020594.0,150.0,782475457.0,480454863.0,0.0,0.0,0.0
150,151.0,803517439.0,151.0,2262236388.0,1458718949.0,0.0,0.0,0.0
151,152.0,231302340.0,152.0,1736590962.0,1505288622.0,0.0,0.0,0.0
152,153.0,913445160.0,153.0,1605455863.0,692010703.0,0.0,0.0,0.0
153,154.0,301388066.0,154.0,859397293.0,558009227.0,0.0,0.0,0.0
154,155.0,402030924.0,155.0,2143270884.0,1741239960.0,0.0,0.0,0.0
155,156.0,238253386.0,156.0,1558247826.0,1319994440.0,0.0,0.0,0.0
156,157.0,802693172.0,157.0,1968993003.0,1166299831.0,0.0,0.0,0.0
157,158.0,408333262.0,158.0,753862282.0,345529020.0,0.0,0.0,0.0
158,159.0,301646213.0,159.0,2119363475.0,1817717262.0,0.0,0.0,0.0
159,160.0,224485148.0,160.0,1820099535.0,1595614387.0,0.0,0.0,0.0
160,161.0,1103578261.0,161.0,1843881029.0,740302768.0,0.0,0.0,0.0
161,162.0,201319623.0,162.0,816569310.0,615249687.0,0.0,0.0,0.0
162,163.0,201199779.0,163.0,2078571700.0,1877371921.0,0.0,0.0,0.0
163,164.0,227367006.0,164.0,1863770720.0,1636403714.0,0.0,0.0,0.0
164,165.0,1103173176.0,165.0,1514311063.0,411137887.0,0.0,0.0,0.0
165,166.0,401752593.0,166.0,782059898.0,380307305.0,0.0,0.0,0.0
166,167.0,401598921.0,167.0,2419246265.0,2017647344.0,0.0,0.0,0.0
167,168.0,255225193.0,168.0,1458753167.0,1203527974.0,0.0,0.0,0.0
168,169.0,1218938.0,169.0,1756390940.0,1755172002.0,0.0,0.0,0.0
169,170.0,811162.0,170.0,910005098.0,909193936.0,0.0,0.0,0.0
170,171.0,225063472.0,171.0,2501015940.0,2275952468.0,0.0,0.0,0.0
171,172.0,1203627945.0,172.0,1823863966.0,620236021.0,0.0,0.0,0.0
172,173.0,301541371.0,173.0,1779022531.0,1477481160.0,0.0,0.0,0.0
173,174.0,1036933.0,174.0,3978254122.0,3977217189.0,0.0,0.0,0.0
174,175.0,131626174.0,175.0,916913055.0,785286881.0,0.0,0.0,0.0
175,176.0,921531384.0,176.0,1360616167.0,439084783.0,0.0,0.0,0.0
176,177.0,301445958.0,177.0,1467528099.0,1166082141.0,0.0,0.0,0.0
177,178.0,301315734.0,178.0,688413003.0,387097269.0,0.0,0.0,0.0
178,179.0,126239023.0,179.0,2366117610.0,2239878587.0,0.0,0.0,0.0
179,180.0,1303851199.0,180.0,1669925137.0,366073938.0,0.0,0.0,0.0
180,181.0,101150083.0,181.0,1266327610.0,1165177527.0,0.0,0.0,0.0
181,182.0,201612351.0,182.0,689823660.0,488211309.0,0.0,0.0,0.0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
