,blocksize,Throughput,Overhead,Latency
4.0,200.0,188.61251310705504,0.8205427807842813,1.1664132157795248
8.0,200.0,211.71891003029367,0.7758344963955848,1.0391144078336803
12.0,200.0,220.39956695109413,0.8086972056919824,0.9981905310443696
16.0,200.0,221.3458854370443,0.7986541466931439,0.9939242662609925
4.0,400.0,396.88043293015465,0.7961800933425698,1.0582556341629499
8.0,400.0,421.21454152464264,0.7809918242452735,0.9971180756665735
12.0,400.0,406.51124280235143,0.7625041090170065,1.033188622100001
16.0,400.0,340.15702519225334,0.7896081314326168,1.2347390646164973
4.0,600.0,601.3957161835897,0.7665200097145757,1.0309373186581614
8.0,600.0,578.3608967766436,0.7739783284202912,1.0719978136735469
12.0,600.0,434.8238737448605,0.8067228908250098,1.4258693324060294
16.0,600.0,350.46157058018355,0.835849230590335,1.7691262639127143
4.0,800.0,805.5636637905432,0.7278146319382794,1.017923067225357
8.0,800.0,611.3173671970737,0.8068206459828209,1.3413735734728265
12.0,800.0,439.81181276472915,0.8373837251534829,1.8644549118971725
16.0,800.0,354.0964795514765,0.863967313059538,2.315815179324551
4.0,1000.0,915.7684558311885,0.7287437823304844,1.1138202339684895
8.0,1000.0,625.615550626227,0.8214526305234788,1.6303964594990608
12.0,1000.0,446.2394390981423,0.854406276331284,2.2857876842208644
16.0,1000.0,359.43847844410175,0.8807512730061822,2.8378356094746353
4.0,1200.0,968.8716828887563,0.734815966640239,1.259203699782602
8.0,1200.0,647.7566515998965,0.8468491380183985,1.8834370431091076
12.0,1200.0,451.8226387381817,0.8719625838692586,2.70019099234009
16.0,1200.0,362.1584191017172,0.8898090520001641,3.368760258525983
4.0,1400.0,981.2966891882302,0.7584136910588797,1.4470739314329182
8.0,1400.0,622.1849212356005,0.851276965864953,2.2822974863022303
12.0,1400.0,469.3362168057774,0.8828384934779385,3.025581525816232
16.0,1400.0,364.4894661035236,0.9001217564410328,3.8959496606329678
4.0,1600.0,1023.4584694337203,0.7621449017924204,1.5828697311713948
8.0,1600.0,658.022522330916,0.8585015211015387,2.461927997866008
12.0,1600.0,454.3425217619449,0.8858039796528957,3.565602614186508
16.0,1600.0,364.11785271082766,0.9064316238161577,4.449200617971083
4.0,1800.0,974.3250418063797,0.7588384119474302,1.8679890010300793
8.0,1800.0,543.2884827897495,0.7298106257630264,3.362501336540548
12.0,1800.0,453.59032476824126,0.8974744838861383,4.012459630346592
16.0,1800.0,363.65488387410664,0.9106010148629786,5.004841063296168
4.0,2000.0,1046.9240165712013,0.7851080677087791,1.9294713125289276
8.0,2000.0,667.4559844855248,0.8710472152918894,3.0264690897052158
12.0,2000.0,458.6343091115011,0.9002619602622318,4.4044353702687475
16.0,2000.0,366.42418563588154,0.9219445393125822,5.512887141185185
