,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,2206.547666,799.0,4430.066388,2223.5187220000003,356.0801889085996
1,2.0,3.524652,799.0,1747.749371,1744.224719,0.0
2,3.0,503.086505,799.0,2481.622689,1978.5361839999998,0.0
3,4.0,208.071762,800.0,2070.144516,1862.0727539999998,0.0
4,5.0,211.026028,800.0,2023.693043,1812.667015,0.0
5,6.0,504.698071,801.0,2398.690732,1893.992661,0.0
6,7.0,304.150461,801.0,2414.828031,2110.67757,0.0
7,8.0,101.782966,801.0,1964.456526,1862.67356,0.0
8,9.0,305.383506,802.0,1954.385022,1649.0015159999998,0.0
9,10.0,602.739641,802.0,2700.151409,2097.411768,0.0
10,11.0,1.483816,803.0,2152.014123,2150.530307,0.0
11,12.0,2.065172,803.0,1974.969905,1972.9047329999999,0.0
12,13.0,101.975121,803.0,2151.575695,2049.600574,0.0
13,14.0,102.257799,804.0,2089.994704,1987.7369050000002,0.0
14,15.0,205.154919,804.0,2204.760612,1999.605693,0.0
15,16.0,272.966828,805.0,4373.984887,4101.018059,0.0
16,17.0,38.933987,805.0,1055.034424,1016.1004369999999,0.0
17,18.0,7.996738,806.0,1362.923193,1354.926455,0.0
18,19.0,210.027112,806.0,1856.91989,1646.892778,0.0
19,20.0,302.390585,807.0,2180.651452,1878.260867,0.0
20,21.0,302.825417,807.0,2287.641884,1984.816467,0.0
21,22.0,305.366563,807.0,2218.424242,1913.057679,0.0
22,23.0,9.827279,808.0,2309.528007,2299.700728,0.0
23,24.0,302.513338,808.0,2052.729894,1750.216556,0.0
24,25.0,208.779217,809.0,2275.136813,2066.3575960000003,0.0
25,26.0,502.76662,809.0,1984.963624,1482.197004,0.0
26,27.0,207.085266,809.0,2383.26451,2176.179244,0.0
27,28.0,302.847784,810.0,2212.324017,1909.4762329999999,0.0
28,29.0,402.335031,810.0,2183.506928,1781.1718969999997,0.0
29,30.0,217.181252,810.0,2460.198942,2243.01769,0.0
30,31.0,272.644039,811.0,2128.707044,1856.0630050000002,0.0
31,32.0,1117.269792,811.0,1448.879563,331.6097709999999,0.0
32,33.0,254.444448,812.0,3136.673934,2882.2294859999997,0.0
33,34.0,202.238497,812.0,2337.497779,2135.259282,0.0
34,35.0,103.171592,812.0,2298.12643,2194.9548379999997,0.0
35,36.0,1.919072,813.0,2158.57592,2156.656848,0.0
