,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,1556485.0,0.0,3400.923442,0.0,459.28943931449265,0.0,4.398098077358209
1,2.0,3656884.0,0.0,3450.931521,0.0,0.0,0.0,0.0
2,3.0,402023072.0,0.0,3716.824814,0.0,0.0,0.0,0.0
3,4.0,408798911.0,0.0,3746.333422,0.0,0.0,0.0,0.0
4,5.0,714239945.0,0.0,4241.040474,0.0,0.0,0.0,0.0
5,6.0,402197626.0,0.0,3879.442899,0.0,0.0,0.0,0.0
6,7.0,602725951.0,0.0,4415.869981,0.0,0.0,0.0,0.0
7,8.0,103110146.0,0.0,3408.711189,0.0,0.0,0.0,0.0
8,9.0,405127494.0,0.0,4179.845657,0.0,0.0,0.0,0.0
9,10.0,201701011.0,0.0,3737.411902,0.0,0.0,0.0,0.0
10,11.0,464974286.0,0.0,2902.378479,0.0,0.0,0.0,0.0
11,12.0,1409693142.0,0.0,4957.453906,0.0,0.0,0.0,0.0
12,13.0,803187800.0,0.0,4272.282121,0.0,0.0,0.0,0.0
13,14.0,615986845.0,0.0,4303.024641,0.0,0.0,0.0,0.0
14,15.0,316185262.0,0.0,4058.666571,0.0,0.0,0.0,0.0
15,16.0,2333732.0,0.0,3528.266983,0.0,0.0,0.0,0.0
16,17.0,502196414.0,0.0,4260.170945,0.0,0.0,0.0,0.0
17,18.0,408975157.0,0.0,3628.479129,0.0,0.0,0.0,0.0
18,19.0,709370699.0,0.0,4481.246528,0.0,0.0,0.0,0.0
19,20.0,302764117.0,0.0,3805.402606,0.0,0.0,0.0,0.0
20,21.0,506999602.0,0.0,4192.344106,0.0,0.0,0.0,0.0
21,22.0,402191419.0,0.0,4207.637676,0.0,0.0,0.0,0.0
22,23.0,297182009.0,0.0,2976.988129,0.0,0.0,0.0,0.0
23,24.0,1304086320.0,0.0,4783.291944,0.0,0.0,0.0,0.0
24,25.0,803053138.0,0.0,4518.973261,0.0,0.0,0.0,0.0
25,26.0,302120847.0,0.0,4010.430467,0.0,0.0,0.0,0.0
26,27.0,301945609.0,0.0,4064.051716,0.0,0.0,0.0,0.0
27,28.0,407465022.0,0.0,3722.490825,0.0,0.0,0.0,0.0
28,29.0,602491843.0,0.0,4168.916944,0.0,0.0,0.0,0.0
29,30.0,403825419.0,0.0,4226.284227,0.0,0.0,0.0,0.0
30,31.0,306288334.0,0.0,4009.483211,0.0,0.0,0.0,0.0
31,32.0,405843746.0,0.0,4195.33527,0.0,0.0,0.0,0.0
32,33.0,404594254.0,0.0,4351.161038,0.0,0.0,0.0,0.0
33,34.0,310008564.0,0.0,3754.303418,0.0,0.0,0.0,0.0
34,35.0,475077987.0,0.0,5531.81897,0.0,0.0,0.0,0.0
35,36.0,6345376.0,0.0,3277.931599,0.0,0.0,0.0,0.0
36,37.0,1690665.0,0.0,3663.606591,0.0,0.0,0.0,0.0
37,38.0,307678370.0,0.0,4357.518687,0.0,0.0,0.0,0.0
38,39.0,201821015.0,0.0,4077.582682,0.0,0.0,0.0,0.0
39,40.0,202014162.0,0.0,3446.766389,0.0,0.0,0.0,0.0
40,41.0,704898405.0,0.0,4641.737906,0.0,0.0,0.0,0.0
41,42.0,301827726.0,0.0,4179.424863,0.0,0.0,0.0,0.0
42,43.0,101353940.0,0.0,3709.861861,0.0,0.0,0.0,0.0
43,44.0,704321556.0,0.0,4570.668653,0.0,0.0,0.0,0.0
44,45.0,302011461.0,0.0,5260.744082,0.0,0.0,0.0,0.0
45,46.0,407350867.0,0.0,4066.868491,0.0,0.0,0.0,0.0
46,47.0,328812582.0,0.0,5091.976321,0.0,0.0,0.0,0.0
47,48.0,1570291.0,0.0,3234.114208,0.0,0.0,0.0,0.0
48,49.0,402251028.0,0.0,4134.882977,0.0,0.0,0.0,0.0
49,50.0,507508959.0,0.0,5014.598644,0.0,0.0,0.0,0.0
50,51.0,502416735.0,0.0,5182.543612,0.0,0.0,0.0,0.0
51,52.0,402438396.0,0.0,4836.24957,0.0,0.0,0.0,0.0
52,53.0,804234904.0,0.0,5690.943159,0.0,0.0,0.0,0.0
53,54.0,505489152.0,0.0,5339.120355,0.0,0.0,0.0,0.0
54,55.0,201898141.0,0.0,5547.915978,0.0,0.0,0.0,0.0
55,56.0,404463784.0,0.0,5341.192911,0.0,0.0,0.0,0.0
56,57.0,107156379.0,0.0,5016.694257,0.0,0.0,0.0,0.0
57,58.0,506515642.0,0.0,5638.148314,0.0,0.0,0.0,0.0
58,59.0,338045110.0,0.0,3289.719048,0.0,0.0,0.0,0.0
59,60.0,2206344001.0,0.0,7558.896608,0.0,0.0,0.0,0.0
60,61.0,402058977.0,0.0,5194.178331,0.0,0.0,0.0,0.0
61,62.0,307057809.0,0.0,4944.33651,0.0,0.0,0.0,0.0
62,63.0,307557067.0,0.0,5552.099423,0.0,0.0,0.0,0.0
63,64.0,307179818.0,0.0,4920.512631,0.0,0.0,0.0,0.0
64,65.0,308381647.0,0.0,5490.436537,0.0,0.0,0.0,0.0
65,66.0,101783700.0,0.0,5328.328781,0.0,0.0,0.0,0.0
66,67.0,102761971.0,0.0,5984.752792,0.0,0.0,0.0,0.0
67,68.0,18238049.0,0.0,0.0,0.0,0.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
