,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,1.425423,599.0,616.384497,614.959074,603.5384368013599
1,2.0,1.271123,599.0,588.408955,587.137832,0.0
2,3.0,301.602753,599.0,912.12257,610.519817,0.0
3,4.0,201.673576,600.0,695.297964,493.62438799999995,0.0
4,5.0,402.302507,600.0,900.115742,497.81323499999996,0.0
5,6.0,302.065604,600.0,1057.674617,755.6090129999999,0.0
6,7.0,227.605965,601.0,632.002767,404.396802,0.0
7,8.0,602.937494,601.0,1266.569555,663.632061,0.0
8,9.0,101.596533,601.0,1016.917014,915.320481,0.0
9,10.0,201.549552,602.0,1047.058523,845.508971,0.0
10,11.0,101.306791,602.0,789.114108,687.807317,0.0
11,12.0,302.398196,602.0,1069.31691,766.918714,0.0
12,13.0,303.863683,602.0,1007.656905,703.793222,0.0
13,14.0,302.215732,603.0,1062.492107,760.276375,0.0
14,15.0,217.271948,603.0,671.527538,454.25559000000004,0.0
15,16.0,402.106641,603.0,1625.541888,1223.435247,0.0
16,17.0,201.588885,604.0,792.035781,590.446896,0.0
17,18.0,302.01658,604.0,1055.403184,753.386604,0.0
18,19.0,201.751418,604.0,968.219754,766.4683359999999,0.0
19,20.0,101.318539,604.0,819.671106,718.352567,0.0
20,21.0,1.207929,605.0,1362.800111,1361.592182,0.0
21,22.0,502.457973,605.0,1211.689033,709.2310600000001,0.0
22,23.0,220.001581,605.0,3638.322563,3418.320982,0.0
23,24.0,1.412302,606.0,380.095721,378.683419,0.0
24,25.0,1.671426,607.0,243.250009,241.578583,0.0
25,26.0,0.421353,607.0,402.114511,401.693158,0.0
26,27.0,201.925587,607.0,316.58842,114.66283299999998,0.0
27,28.0,202.135148,607.0,892.11767,689.982522,0.0
28,29.0,201.8237,607.0,1008.715011,806.891311,0.0
29,30.0,123.451399,608.0,936.24644,812.795041,0.0
30,31.0,602.685497,608.0,509.699132,-92.98636500000003,0.0
31,32.0,301.662154,608.0,1224.276399,922.6142450000001,0.0
32,33.0,1.207448,609.0,1052.671641,1051.4641929999998,0.0
33,34.0,602.691916,609.0,646.082849,43.39093300000002,0.0
34,35.0,1.114722,609.0,1318.836488,1317.721766,0.0
35,36.0,201.910035,610.0,938.462871,736.552836,0.0
36,37.0,301.743858,610.0,909.200349,607.4564909999999,0.0
37,38.0,274.993281,610.0,975.342541,700.34926,0.0
38,39.0,502.63167,610.0,622.920227,120.28855699999997,0.0
39,40.0,204.841055,611.0,1885.4099,1680.568845,0.0
40,41.0,301.767062,611.0,1099.145314,797.3782520000001,0.0
41,42.0,304.657981,611.0,1030.487193,725.8292119999999,0.0
42,43.0,1.09223,612.0,1037.7725,1036.68027,0.0
43,44.0,305.256505,612.0,611.384431,306.12792599999995,0.0
44,45.0,201.528217,612.0,1099.548617,898.0203999999999,0.0
45,46.0,374.768506,612.0,774.321042,399.55253600000003,0.0
46,47.0,502.008777,613.0,897.125017,395.11623999999995,0.0
47,48.0,201.465215,613.0,1254.260873,1052.795658,0.0
48,49.0,402.52363,613.0,879.92356,477.3999299999999,0.0
49,50.0,302.328411,614.0,1057.744821,755.41641,0.0
50,51.0,603.377645,614.0,1168.398543,565.020898,0.0
51,52.0,109.027171,614.0,1186.896931,1077.86976,0.0
52,53.0,602.655465,615.0,676.403118,73.7476529999999,0.0
53,54.0,236.432225,615.0,1269.543396,1033.111171,0.0
54,55.0,505.336403,615.0,553.69548,48.35907699999996,0.0
55,56.0,309.260566,615.0,1065.889597,756.6290310000002,0.0
56,57.0,402.363073,616.0,918.810041,516.446968,0.0
57,58.0,605.886753,616.0,918.757418,312.87066500000003,0.0
58,59.0,102.108574,616.0,1341.069889,1238.961315,0.0
59,60.0,101.348207,617.0,862.858662,761.510455,0.0
60,61.0,0.977165,617.0,1018.455675,1017.47851,0.0
61,62.0,222.55438,617.0,810.847129,588.292749,0.0
62,63.0,702.678483,618.0,562.336867,-140.34161600000004,0.0
63,64.0,1.240546,618.0,1521.597663,1520.357117,0.0
64,65.0,201.615813,618.0,1184.63915,983.023337,0.0
65,66.0,1.022992,618.0,970.289059,969.2660669999999,0.0
66,67.0,302.040651,619.0,663.234973,361.19432199999994,0.0
67,68.0,1.627329,619.0,1220.126961,1218.499632,0.0
68,69.0,303.984014,619.0,1324.107558,1020.1235439999999,0.0
69,70.0,260.152124,620.0,947.797783,687.645659,0.0
70,71.0,1.321309,621.0,3667.998499,3666.67719,0.0
71,72.0,101.363002,621.0,241.308558,139.945556,0.0
72,73.0,0.442504,621.0,427.065323,426.622819,0.0
73,74.0,602.492997,622.0,379.300633,-223.19236399999994,0.0
74,75.0,201.635423,622.0,322.574421,120.93899799999997,0.0
75,76.0,336.421644,622.0,330.410164,-6.011480000000006,0.0
76,77.0,606.479667,622.0,262.050506,-344.42916099999997,0.0
77,78.0,101.77773,623.0,1304.881564,1203.103834,0.0
