,Height,ConTime,BlockNum,TotalTime,NonConTime,Throughput,Overhead,Latency
23,24.0,1407307390.0,24.0,3037219875.0,1629912485.0,0.0,0.0,0.0
24,25.0,1004726979.0,25.0,2648907679.0,1644180700.0,0.0,0.0,0.0
25,26.0,904137494.0,26.0,2578875098.0,1674737604.0,0.0,0.0,0.0
26,27.0,735667748.0,27.0,1762327571.0,1026659823.0,0.0,0.0,0.0
27,28.0,1424165165.0,28.0,3111893525.0,1687728360.0,0.0,0.0,0.0
28,29.0,1117795521.0,29.0,2742592478.0,1624796957.0,0.0,0.0,0.0
29,30.0,905308040.0,30.0,2559752019.0,1654443979.0,0.0,0.0,0.0
30,31.0,936389234.0,31.0,4972763428.0,4036374194.0,0.0,0.0,0.0
31,32.0,1192239.0,32.0,1630803289.0,1629611050.0,0.0,0.0,0.0
32,33.0,1242312.0,33.0,1665139275.0,1663896963.0,0.0,0.0,0.0
33,34.0,1206117947.0,34.0,2877580733.0,1671462786.0,0.0,0.0,0.0
34,35.0,1037240036.0,35.0,2050874027.0,1013633991.0,0.0,0.0,0.0
35,36.0,1405723791.0,36.0,3044960639.0,1639236848.0,0.0,0.0,0.0
36,37.0,904147961.0,37.0,2574606902.0,1670458941.0,0.0,0.0,0.0
37,38.0,3414432074.0,38.0,5150790347.0,1736358273.0,0.0,0.0,0.0
38,39.0,12200307891.0,39.0,13841859742.0,1641551851.0,0.0,0.0,0.0
39,40.0,1206761186.0,40.0,2868153427.0,1661392241.0,0.0,0.0,0.0
40,41.0,1920892620.0,41.0,3570846862.0,1649954242.0,0.0,0.0,0.0
41,42.0,804030094.0,42.0,2468460402.0,1664430308.0,0.0,0.0,0.0
42,43.0,1237553520.0,43.0,2256925229.0,1019371709.0,0.0,0.0,0.0
43,44.0,1022760315.0,44.0,2651675924.0,1628915609.0,0.0,0.0,0.0
44,45.0,1912670906.0,45.0,3564346976.0,1651676070.0,0.0,0.0,0.0
45,46.0,2409109064.0,46.0,4268248174.0,1859139110.0,0.0,0.0,0.0
46,47.0,745895218.0,47.0,1788133757.0,1042238539.0,0.0,0.0,0.0
47,48.0,1706987148.0,48.0,3365425648.0,1658438500.0,0.0,0.0,0.0
48,49.0,904319940.0,49.0,2611320132.0,1707000192.0,0.0,0.0,0.0
49,50.0,1205390265.0,50.0,2857361429.0,1651971164.0,0.0,0.0,0.0
50,51.0,938317017.0,51.0,4894374581.0,3956057564.0,0.0,0.0,0.0
51,52.0,1183087.0,52.0,1508062906.0,1506879819.0,0.0,0.0,0.0
52,53.0,1004701447.0,53.0,2566518970.0,1561817523.0,0.0,0.0,0.0
53,54.0,2007643349.0,54.0,3689718244.0,1682074895.0,0.0,0.0,0.0
54,55.0,936153655.0,55.0,1921012351.0,984858696.0,0.0,0.0,0.0
55,56.0,1924983918.0,56.0,3542520634.0,1617536716.0,0.0,0.0,0.0
56,57.0,1907754603.0,57.0,3610366721.0,1702612118.0,0.0,0.0,0.0
57,58.0,2610325570.0,58.0,4253171498.0,1642845928.0,0.0,0.0,0.0
58,59.0,767662245.0,59.0,4846937960.0,4079275715.0,0.0,0.0,0.0
59,60.0,1161500.0,60.0,1663480717.0,1662319217.0,0.0,0.0,0.0
60,61.0,1239567.0,61.0,1707812392.0,1706572825.0,0.0,0.0,0.0
61,62.0,3215381959.0,62.0,4893873947.0,1678491988.0,0.0,0.0,0.0
62,63.0,936552615.0,63.0,1979834970.0,1043282355.0,0.0,0.0,0.0
63,64.0,1908405145.0,64.0,3609352024.0,1700946879.0,0.0,0.0,0.0
64,65.0,1004521644.0,65.0,2677050604.0,1672528960.0,0.0,0.0,0.0
65,66.0,3113944642.0,66.0,4803797884.0,1689853242.0,0.0,0.0,0.0
66,67.0,937913613.0,67.0,1989347660.0,1051434047.0,0.0,0.0,0.0
67,68.0,2209165756.0,68.0,3936438693.0,1727272937.0,0.0,0.0,0.0
68,69.0,804066363.0,69.0,2501973257.0,1697906894.0,0.0,0.0,0.0
69,70.0,3016688501.0,70.0,4720690208.0,1704001707.0,0.0,0.0,0.0
70,71.0,1538274819.0,71.0,5665702891.0,4127428072.0,0.0,0.0,0.0
71,72.0,13734662979.0,72.0,13967428278.0,232765299.0,0.0,0.0,0.0
72,73.0,947581.0,73.0,1450528856.0,1449581275.0,0.0,0.0,0.0
73,74.0,4826307760.0,74.0,6517510283.0,1691202523.0,0.0,0.0,0.0
74,75.0,1439724359.0,75.0,5445295753.0,4005571394.0,0.0,0.0,0.0
75,76.0,1220521.0,76.0,1540551338.0,1539330817.0,0.0,0.0,0.0
76,77.0,1105237542.0,77.0,2655242581.0,1550005039.0,0.0,0.0,0.0
77,78.0,2510045349.0,78.0,4170365866.0,1660320517.0,0.0,0.0,0.0
78,79.0,1638981464.0,79.0,2669377356.0,1030395892.0,0.0,0.0,0.0
79,80.0,703551401.0,80.0,2395715109.0,1692163708.0,0.0,0.0,0.0
80,81.0,5422998982.0,81.0,7079947152.0,1656948170.0,0.0,0.0,0.0
81,82.0,804215347.0,82.0,2501354125.0,1697138778.0,0.0,0.0,0.0
82,83.0,1540000925.0,83.0,2537661476.0,997660551.0,0.0,0.0,0.0
83,84.0,1607422512.0,84.0,3296550377.0,1689127865.0,0.0,0.0,0.0
84,85.0,1708089525.0,85.0,3423449212.0,1715359687.0,0.0,0.0,0.0
85,86.0,1005440365.0,86.0,2671294844.0,1665854479.0,0.0,0.0,0.0
86,87.0,1156644407.0,87.0,5094765133.0,3938120726.0,0.0,0.0,0.0
87,88.0,1140352.0,88.0,1664046297.0,1662905945.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
