,Height,ConTime,BlockNum,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,603511212.0,1.0,2241298871.0,1637787659.0,506.3316165965531,0.0,3.199484185659341
1,2.0,905417256.0,2.0,2555018448.0,1649601192.0,0.0,0.0,0.0
2,3.0,1006107232.0,3.0,2632339565.0,1626232333.0,0.0,0.0,0.0
3,4.0,958398801.0,4.0,2030692669.0,1072293868.0,0.0,0.0,0.0
4,5.0,1206080533.0,5.0,2854749399.0,1648668866.0,0.0,0.0,0.0
5,6.0,1005384740.0,6.0,2633281505.0,1627896765.0,0.0,0.0,0.0
6,7.0,909720994.0,7.0,2551756839.0,1642035845.0,0.0,0.0,0.0
7,8.0,637268903.0,8.0,1659616652.0,1022347749.0,0.0,0.0,0.0
8,9.0,1407148896.0,9.0,3073353217.0,1666204321.0,0.0,0.0,0.0
9,10.0,804244706.0,10.0,2521773906.0,1717529200.0,0.0,0.0,0.0
10,11.0,1005812310.0,11.0,2675816404.0,1670004094.0,0.0,0.0,0.0
11,12.0,1139919126.0,12.0,5265508150.0,4125589024.0,0.0,0.0,0.0
12,13.0,1254791.0,13.0,1241321846.0,1240067055.0,0.0,0.0,0.0
13,14.0,302476843.0,14.0,1897031368.0,1594554525.0,0.0,0.0,0.0
14,15.0,1206525890.0,15.0,2840797823.0,1634271933.0,0.0,0.0,0.0
15,16.0,1048217678.0,16.0,5145839458.0,4097621780.0,0.0,0.0,0.0
16,17.0,1230622.0,17.0,1676003380.0,1674772758.0,0.0,0.0,0.0
17,18.0,1213955.0,18.0,1662230925.0,1661016970.0,0.0,0.0,0.0
18,19.0,603745608.0,19.0,2275277948.0,1671532340.0,0.0,0.0,0.0
19,20.0,881031024.0,20.0,1940341587.0,1059310563.0,0.0,0.0,0.0
20,21.0,1311964020.0,21.0,2949836065.0,1637872045.0,0.0,0.0,0.0
21,22.0,1105531277.0,22.0,2940323301.0,1834792024.0,0.0,0.0,0.0
22,23.0,503465030.0,23.0,2172961718.0,1669496688.0,0.0,0.0,0.0
23,24.0,842453483.0,24.0,1845102855.0,1002649372.0,0.0,0.0,0.0
24,25.0,1406681153.0,25.0,3073531169.0,1666850016.0,0.0,0.0,0.0
25,26.0,804594728.0,26.0,2451553344.0,1646958616.0,0.0,0.0,0.0
26,27.0,904799675.0,27.0,2537152785.0,1632353110.0,0.0,0.0,0.0
27,28.0,942777304.0,28.0,5055521031.0,4112743727.0,0.0,0.0,0.0
28,29.0,1505502.0,30.0,979088858.0,977583356.0,0.0,0.0,0.0
29,30.0,1115600693.0,31.0,1657170710.0,541570017.0,0.0,0.0,0.0
30,31.0,1044998437.0,32.0,2757468172.0,1712469735.0,0.0,0.0,0.0
31,32.0,1406490802.0,33.0,2049282323.0,642791521.0,0.0,0.0,0.0
32,33.0,1708320485.0,34.0,3023413482.0,1315092997.0,0.0,0.0,0.0
33,34.0,1005546268.0,35.0,3440020800.0,2434474532.0,0.0,0.0,0.0
34,35.0,839425224.0,36.0,2690271142.0,1850845918.0,0.0,0.0,0.0
35,36.0,1265084.0,38.0,4953986857.0,4952721773.0,0.0,0.0,0.0
36,37.0,14780432278.0,39.0,1010320911.0,-13770111367.0,0.0,0.0,0.0
37,38.0,1040296380.0,40.0,1695521972.0,655225592.0,0.0,0.0,0.0
38,39.0,2611542313.0,41.0,16418033278.0,13806490965.0,0.0,0.0,0.0
39,40.0,804743176.0,42.0,2059312309.0,1254569133.0,0.0,0.0,0.0
40,41.0,904872367.0,43.0,4291186471.0,3386314104.0,0.0,0.0,0.0
41,42.0,777191749.0,44.0,2496587725.0,1719395976.0,0.0,0.0,0.0
42,43.0,1203069.0,45.0,2604795662.0,2603592593.0,0.0,0.0,0.0
43,44.0,302480022.0,46.0,4954188872.0,4651708850.0,0.0,0.0,0.0
44,45.0,3224172024.0,47.0,1101331657.0,-2122840367.0,0.0,0.0,0.0
45,46.0,741676639.0,48.0,1976327459.0,1234650820.0,0.0,0.0,0.0
46,47.0,1091861.0,50.0,4904968633.0,4903876772.0,0.0,0.0,0.0
47,48.0,1406811149.0,51.0,4790925724.0,3384114575.0,0.0,0.0,0.0
48,49.0,2447125745.0,52.0,926313956.0,-1520811789.0,0.0,0.0,0.0
49,50.0,1208031827.0,53.0,1558860009.0,350828182.0,0.0,0.0,0.0
50,51.0,2209695463.0,54.0,3031378292.0,821682829.0,0.0,0.0,0.0
51,52.0,1607761062.0,55.0,3518499141.0,1910738079.0,0.0,0.0,0.0
52,53.0,2966648487.0,56.0,2911565631.0,-55082856.0,0.0,0.0,0.0
53,54.0,1288061.0,58.0,3918138586.0,3916850525.0,0.0,0.0,0.0
54,55.0,923370322.0,59.0,2749163779.0,1825793457.0,0.0,0.0,0.0
55,56.0,941036875.0,60.0,7088497115.0,6147460240.0,0.0,0.0,0.0
56,57.0,1145196.0,61.0,1056981636.0,1055836440.0,0.0,0.0,0.0
57,58.0,1407726024.0,62.0,1033306295.0,-374419729.0,0.0,0.0,0.0
58,59.0,2210050965.0,63.0,982141857.0,-1227909108.0,0.0,0.0,0.0
59,60.0,1041574692.0,64.0,2596172019.0,1554597327.0,0.0,0.0,0.0
60,61.0,1356829.0,66.0,5038783072.0,5037426243.0,0.0,0.0,0.0
61,62.0,3615454368.0,67.0,1697750364.0,-1917704004.0,0.0,0.0,0.0
62,63.0,2349602100.0,68.0,3086558750.0,736956650.0,0.0,0.0,0.0
63,64.0,1269600.0,69.0,3871836505.0,3870566905.0,0.0,0.0,0.0
64,65.0,404708278.0,70.0,5205150473.0,4800442195.0,0.0,0.0,0.0
65,66.0,4737054117.0,71.0,1001370512.0,-3735683605.0,0.0,0.0,0.0
66,67.0,12403126564.0,72.0,1729831569.0,-10673294995.0,0.0,0.0,0.0
67,68.0,1005168927.0,73.0,5445745545.0,4440576618.0,0.0,0.0,0.0
68,69.0,4633219603.0,74.0,3458441975.0,-1174777628.0,0.0,0.0,0.0
69,70.0,1417117042.0,75.0,1076317031.0,-340800011.0,0.0,0.0,0.0
70,71.0,4959048456.0,76.0,1020104154.0,-3938944302.0,0.0,0.0,0.0
71,72.0,1274588.0,78.0,2158091446.0,2156816858.0,0.0,0.0,0.0
72,73.0,804505974.0,79.0,6508446280.0,5703940306.0,0.0,0.0,0.0
73,74.0,1042842312.0,80.0,14145730573.0,13102888261.0,0.0,0.0,0.0
74,75.0,6281564090.0,81.0,2772134733.0,-3509429357.0,0.0,0.0,0.0
75,76.0,1711288477.0,82.0,6316205996.0,4604917519.0,0.0,0.0,0.0
76,77.0,1708583594.0,83.0,3134708219.0,1426124625.0,0.0,0.0,0.0
77,78.0,1542648417.0,84.0,8863347206.0,7320698789.0,0.0,0.0,0.0
78,79.0,302800585.0,86.0,967112304.0,664311719.0,0.0,0.0,0.0
79,80.0,1206905089.0,87.0,943290688.0,-263614401.0,0.0,0.0,0.0
80,81.0,3853297012.0,88.0,2379260449.0,-1474036563.0,0.0,0.0,0.0
81,82.0,1309717159.0,89.0,1673823454.0,364106295.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
