,Height,ConTime,BlockNum,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,634943452.0,1.0,1596756021.0,961812569.0,490.15542054582056,0.0,3.3050741297444444
1,2.0,1617340894.0,2.0,3192558925.0,1575218031.0,0.0,0.0,0.0
2,3.0,1105690218.0,3.0,2670800315.0,1565110097.0,0.0,0.0,0.0
3,4.0,1004778928.0,4.0,2592587959.0,1587809031.0,0.0,0.0,0.0
4,5.0,742462801.0,5.0,1760898438.0,1018435637.0,0.0,0.0,0.0
5,6.0,1507473231.0,6.0,3093338726.0,1585865495.0,0.0,0.0,0.0
6,7.0,1012853409.0,7.0,2606080450.0,1593227041.0,0.0,0.0,0.0
7,8.0,703963784.0,8.0,2283218523.0,1579254739.0,0.0,0.0,0.0
8,9.0,836161729.0,9.0,1847640535.0,1011478806.0,0.0,0.0,0.0
9,10.0,1506396647.0,10.0,3126621135.0,1620224488.0,0.0,0.0,0.0
10,11.0,1004780691.0,11.0,2589980030.0,1585199339.0,0.0,0.0,0.0
11,12.0,1205442430.0,12.0,2817866834.0,1612424404.0,0.0,0.0,0.0
12,13.0,1638866627.0,13.0,2661968041.0,1023101414.0,0.0,0.0,0.0
13,14.0,1506509929.0,14.0,3092345695.0,1585835766.0,0.0,0.0,0.0
14,15.0,1105250875.0,15.0,2735066721.0,1629815846.0,0.0,0.0,0.0
15,16.0,1104982141.0,16.0,2715522410.0,1610540269.0,0.0,0.0,0.0
16,17.0,1438205920.0,17.0,2431851186.0,993645266.0,0.0,0.0,0.0
17,18.0,1506813293.0,18.0,3114398169.0,1607584876.0,0.0,0.0,0.0
18,19.0,904264240.0,19.0,2515878230.0,1611613990.0,0.0,0.0,0.0
19,20.0,904583134.0,20.0,2533803446.0,1629220312.0,0.0,0.0,0.0
20,21.0,836851088.0,21.0,1846516828.0,1009665740.0,0.0,0.0,0.0
21,22.0,1507918228.0,22.0,3119762157.0,1611843929.0,0.0,0.0,0.0
22,23.0,904620496.0,23.0,2479331871.0,1574711375.0,0.0,0.0,0.0
23,24.0,904261105.0,24.0,2656650161.0,1752389056.0,0.0,0.0,0.0
24,25.0,656906483.0,25.0,1638913737.0,982007254.0,0.0,0.0,0.0
25,26.0,1507197385.0,26.0,3094704763.0,1587507378.0,0.0,0.0,0.0
26,27.0,1004571827.0,27.0,2602828007.0,1598256180.0,0.0,0.0,0.0
