,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,1012.068725,1798.0,5697.573415,4685.50469,393.838377549261
1,2.0,302.507673,1799.0,4614.570484,4312.062811,0.0
2,3.0,611.923617,1799.0,5010.330025,4398.406408,0.0
3,4.0,202.352114,1800.0,4512.646261,4310.294147,0.0
4,5.0,406.321738,1801.0,5075.464035,4669.142297,0.0
5,6.0,2.138558,1802.0,4397.812948,4395.67439,0.0
6,7.0,418.332941,1803.0,5828.371134,5410.038193,0.0
7,8.0,1.851338,1804.0,4131.199055,4129.347717,0.0
8,9.0,4.436562,1805.0,3930.472557,3926.035995,0.0
9,10.0,905.889768,1806.0,5377.848162,4471.958394,0.0
10,11.0,302.243233,1807.0,4840.193925,4537.950691999999,0.0
11,12.0,404.239055,1807.0,4856.194029,4451.954974,0.0
12,13.0,311.729714,1808.0,4872.690235,4560.960521,0.0
13,14.0,202.154748,1809.0,4804.508126,4602.353378,0.0
14,15.0,403.506269,1810.0,5143.09822,4739.591951,0.0
15,16.0,203.166373,1811.0,4809.542098,4606.375725,0.0
16,17.0,201.725676,1812.0,0.0,0.0,0.0
