,nodeNum,nodeIndex,blocksize,dura,TotalHeights,Throughput,Overhead,Latency
86,12.0,3.0,1200.0,25.0,110.0,448.0523086817648,0.8785306181836728,2.722896359109091
87,12.0,4.0,1200.0,25.0,111.0,452.4771853786034,0.8636563539046364,2.696268539990991
88,12.0,5.0,1200.0,25.0,110.0,451.35939488165883,0.8616248946287068,2.702945842790909
89,12.0,6.0,1200.0,25.0,111.0,451.44212138578996,0.8660307056266932,2.70245052954955
90,12.0,7.0,1200.0,25.0,110.0,452.7090329181622,0.8748125122057133,2.694887690081818
91,12.0,8.0,1200.0,25.0,111.0,452.0168735416038,0.9042251966970853,2.6990142877657655
92,12.0,9.0,1200.0,25.0,111.0,451.6946324001688,0.8907369794489279,2.7009397776486486
93,12.0,10.0,1200.0,25.0,111.0,451.93232792252076,0.8645088095561178,2.699519208126126
94,12.0,11.0,1200.0,25.0,110.0,453.3945945721617,0.8659125566634992,2.6908128473636364
95,12.0,12.0,1200.0,25.0,110.0,453.9915607532114,0.8631148107367084,2.687274622409091
96,12.0,1.0,1200.0,35.0,111.0,451.80901592648905,0.853404973687783,2.7002559864774773
97,12.0,2.0,1200.0,35.0,111.0,451.7112074994338,0.8802378934114924,2.700840669315315
98,12.0,3.0,1200.0,35.0,111.0,452.7747040187652,0.8781941149633473,2.6944968196576577
99,12.0,4.0,1200.0,35.0,111.0,453.9826999850846,0.8430570979224019,2.687327072243243
100,12.0,5.0,1200.0,35.0,111.0,452.534272388556,0.8696903600797002,2.6959284068378375
101,12.0,6.0,1200.0,35.0,111.0,452.9751034779797,0.8759787609666616,2.6933047547927926
102,12.0,7.0,1200.0,35.0,111.0,452.9269054822664,0.8901760909002147,2.6935913615045046
103,12.0,8.0,1200.0,35.0,111.0,454.08398329016677,0.8579134452348781,2.6867276646936937
104,12.0,9.0,1200.0,35.0,111.0,453.227921055012,0.885662108842401,2.6918023875495494
105,12.0,10.0,1200.0,35.0,111.0,454.5692317277551,0.8710096532741978,2.683859607837838
106,12.0,11.0,1200.0,35.0,111.0,454.1739538357019,0.8750388915881911,2.6861954317207206
107,12.0,12.0,1200.0,35.0,111.0,455.11321482066376,0.8815105029731356,2.6806516714324324
108,12.0,1.0,1200.0,50.0,111.0,451.59047874748165,0.8901152981777644,2.7015627153693695
109,12.0,2.0,1200.0,50.0,111.0,452.153797443655,0.8858694671814712,2.698196956207207
110,12.0,3.0,1200.0,50.0,111.0,452.81300971050916,0.88834395459817,2.694268878846847
111,12.0,4.0,1200.0,50.0,111.0,450.50707546047084,0.8598627898412785,2.7080595765405406
112,12.0,5.0,1200.0,50.0,111.0,453.87904131089584,0.8603121840168518,2.6879408145315313
113,12.0,6.0,1200.0,50.0,111.0,454.41909462694827,0.8719504623675471,2.6847463375225225
114,12.0,7.0,1200.0,50.0,111.0,453.8221249380387,0.86991082292262,2.6882779242342343
115,12.0,8.0,1200.0,50.0,111.0,454.16724312271043,0.8522668937639036,2.686235122576577
116,12.0,9.0,1200.0,50.0,111.0,454.8700461026749,0.8745099125987205,2.6820847194774777
117,12.0,10.0,1200.0,50.0,111.0,454.6461459670198,0.8648126008079771,2.6834055689729728
118,12.0,11.0,1200.0,50.0,111.0,454.6865069139807,0.882675708221357,2.683167372351351
119,12.0,12.0,1200.0,50.0,111.0,456.02030345214024,0.8643305758044922,2.6753194775855857
120,16.0,1.0,1200.0,5.0,89.0,360.8928091144651,0.8848497961391524,3.38050515052809
121,16.0,2.0,1200.0,5.0,89.0,360.7419526206496,0.9261245542912254,3.381918823516854
122,16.0,3.0,1200.0,5.0,89.0,361.58672611475936,0.883185057582276,3.3740176612921347
123,16.0,4.0,1200.0,5.0,89.0,360.94871195148664,0.890984497913812,3.3799815863146065
124,16.0,5.0,1200.0,5.0,89.0,361.475972332539,0.8848830532034254,3.375051437382022
125,16.0,6.0,1200.0,5.0,89.0,362.06421750591954,0.89791293933334,3.3695679965393257
126,16.0,7.0,1200.0,5.0,89.0,362.0196027579255,0.8973949389105063,3.369983257
127,16.0,8.0,1200.0,5.0,89.0,362.1172230062553,0.8833572584702838,3.369074770516854
128,16.0,9.0,1200.0,5.0,89.0,362.2935709631553,0.9061313285138249,3.3674348588539322
129,16.0,10.0,1200.0,5.0,89.0,361.3674221643941,0.9077670294462227,3.3760652598202245
130,16.0,11.0,1200.0,5.0,89.0,362.70098130379944,0.9129223026985825,3.3636523276404495
131,16.0,12.0,1200.0,5.0,89.0,363.24635382110847,0.889402033814483,3.358602191505618
132,16.0,13.0,1200.0,5.0,89.0,364.71359031392,0.8994746833167017,3.345090592730337
133,16.0,14.0,1200.0,5.0,89.0,365.5431063435151,0.8972904503998205,3.337499678775281
134,16.0,15.0,1200.0,5.0,89.0,366.44549626210807,0.8755052239696237,3.3292809229325844
135,16.0,16.0,1200.0,5.0,89.0,366.5014672892876,0.899515026642787,3.328772484932584
136,16.0,1.0,1200.0,10.0,90.0,364.297358402733,0.8937236410716805,3.3489125623888887
137,16.0,2.0,1200.0,10.0,90.0,364.9813512343136,0.9348213171040178,3.3426365371111113
138,16.0,3.0,1200.0,10.0,90.0,364.66740684733554,0.8791707123668914,3.3455142332222225
139,16.0,4.0,1200.0,10.0,90.0,365.0317627850591,0.8821156032993817,3.3421749129222222
140,16.0,5.0,1200.0,10.0,90.0,366.28351137883374,0.880899203177821,3.3307532610666666
141,16.0,6.0,1200.0,10.0,90.0,365.2095456295891,0.8790727748674837,3.340547952811111
142,16.0,7.0,1200.0,10.0,90.0,365.55830700452634,0.8985349536060449,3.3373608987222223
143,16.0,8.0,1200.0,10.0,90.0,366.06238305912075,0.8852917754792972,3.3327652784333335
144,16.0,9.0,1200.0,10.0,90.0,365.6388016999461,0.8861428071271478,3.3366261849888885
145,16.0,10.0,1200.0,10.0,90.0,366.1437314157923,0.8977094859054281,3.332024817911111
146,16.0,11.0,1200.0,10.0,90.0,368.5979257816452,0.8765296850351714,3.309839569533333
147,16.0,12.0,1200.0,10.0,90.0,367.4801213747628,0.8985602154056083,3.319907469922222
148,16.0,13.0,1200.0,10.0,90.0,368.39002688637856,0.8990911551755812,3.3117074593777778
149,16.0,14.0,1200.0,10.0,90.0,367.9714774792803,0.8867684067701496,3.3154743632777777
150,16.0,15.0,1200.0,10.0,90.0,369.332148346402,0.8949551717165188,3.303259695811111
151,16.0,16.0,1200.0,10.0,90.0,369.85889577581605,0.8840188114366706,3.2985552434555556
152,16.0,1.0,1200.0,25.0,90.0,365.46445167438713,0.875247801691127,3.3382179700666668
153,16.0,2.0,1200.0,25.0,90.0,365.35749595979684,0.9281130863335328,3.339195208777778
154,16.0,3.0,1200.0,25.0,90.0,366.35123574861973,0.9056025828644834,3.3301375318333335
155,16.0,4.0,1200.0,25.0,90.0,366.0473634833207,0.9059516385911828,3.332902027733333
156,16.0,5.0,1200.0,25.0,90.0,366.2253330321628,0.8974689837184406,3.331282382622222
157,16.0,6.0,1200.0,25.0,90.0,366.3679595462271,0.8738505080022613,3.329985519233333
158,16.0,7.0,1200.0,25.0,90.0,366.4988741015565,0.8882285454698958,3.328796037888889
159,16.0,8.0,1200.0,25.0,90.0,366.7094405869514,0.8848303555148291,3.3268846257333333
160,16.0,9.0,1200.0,25.0,90.0,367.1137849273834,0.8856018024790266,3.323220347722222
161,16.0,10.0,1200.0,25.0,90.0,367.08060449908623,0.8894010509185764,3.3235207337222223
162,16.0,11.0,1200.0,25.0,90.0,369.28708520391166,0.9031983122241893,3.303662784
163,16.0,12.0,1200.0,25.0,90.0,367.924101520361,0.9107275863138048,3.3159012822444445
164,16.0,13.0,1200.0,25.0,90.0,368.51229893809705,0.8743728156420937,3.3106086378
165,16.0,14.0,1200.0,25.0,90.0,369.3891867997061,0.8950964598624978,3.3027496299222223
166,16.0,15.0,1200.0,25.0,90.0,369.8383722943488,0.9093046611481671,3.2987382905444447
167,16.0,16.0,1200.0,25.0,90.0,370.61076038945527,0.9098184591667517,3.291863406011111
168,16.0,1.0,1200.0,35.0,90.0,364.4313915461554,0.9359717004164692,3.3476808757444445
169,16.0,2.0,1200.0,35.0,90.0,364.7811387960148,0.9001717886145657,3.3444711643444442
170,16.0,3.0,1200.0,35.0,90.0,364.92816790763095,0.8780806558270965,3.3431236810111113
171,16.0,4.0,1200.0,35.0,90.0,365.1115349632345,0.874564261029929,3.341444690655556
172,16.0,5.0,1200.0,35.0,90.0,365.6724107691673,0.8757945210589959,3.3363195146
173,16.0,6.0,1200.0,35.0,90.0,365.7138412912888,0.8844157969020439,3.3359415539
174,16.0,7.0,1200.0,35.0,90.0,365.75026036763717,0.8897913294337176,3.3356093821333332
175,16.0,8.0,1200.0,35.0,90.0,365.9852919526602,0.8906322266714007,3.333467291788889
176,16.0,9.0,1200.0,35.0,90.0,366.04312233352,0.8914888691580672,3.332940644322222
177,16.0,10.0,1200.0,35.0,90.0,366.4583422050107,0.8741387954435661,3.3291642173000002
178,16.0,11.0,1200.0,35.0,90.0,365.36098882476085,0.8905612669648911,3.3391632859444447
179,16.0,12.0,1200.0,35.0,90.0,366.7752038560332,0.8919246911130713,3.3262881110111113
180,16.0,13.0,1200.0,35.0,90.0,367.55749741793517,0.8758570146166204,3.319208582522222
181,16.0,14.0,1200.0,35.0,90.0,368.0995598239003,0.8920217749137853,3.3143207250333333
182,16.0,15.0,1200.0,35.0,90.0,369.05600262328113,0.9001693758935378,3.305731356022222
183,16.0,16.0,1200.0,35.0,90.0,370.20394138857785,0.8965981499788404,3.2954808515111114
184,16.0,1.0,1200.0,50.0,89.0,360.6394364825529,0.9230980268781956,3.382880175
185,16.0,2.0,1200.0,50.0,89.0,361.5101458378811,0.8902661516083894,3.374732394224719
186,16.0,3.0,1200.0,50.0,89.0,361.46302569864457,0.884647161174295,3.3751723226516854
187,16.0,4.0,1200.0,50.0,89.0,361.3182121869978,0.8873745628731854,3.376525065303371
188,16.0,5.0,1200.0,50.0,89.0,361.685403123014,0.8870491412871652,3.3730971431685397
189,16.0,6.0,1200.0,50.0,89.0,362.0334515592257,0.8804295236966571,3.3698543456292134
190,16.0,7.0,1200.0,50.0,89.0,362.361184582645,0.8764009830426654,3.366806523179775
191,16.0,8.0,1200.0,50.0,89.0,363.2071289254014,0.889998072060734,3.358964906910112
192,16.0,9.0,1200.0,50.0,89.0,361.30924191665713,0.9096953372213396,3.376608894719101
193,16.0,10.0,1200.0,50.0,89.0,360.8191398882157,0.8927732513043337,3.381195355595506
194,16.0,11.0,1200.0,50.0,89.0,363.1266393815198,0.8818302673202014,3.3597094448314606
195,16.0,12.0,1200.0,50.0,89.0,363.0641635434778,0.8809387781814263,3.3602875813820225
196,16.0,13.0,1200.0,50.0,89.0,364.0045608209651,0.8943085027937732,3.3516063569325842
197,16.0,14.0,1200.0,50.0,89.0,364.67311792324807,0.8922375082660158,3.3454618397640448
198,16.0,15.0,1200.0,50.0,89.0,365.4281790812476,0.9160487282836156,3.3385493233370784
199,16.0,16.0,1200.0,50.0,89.0,365.90675600397975,0.9054860153703905,3.3341827664606742
