,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,506.049747,1798.0,2558.835108,2052.785361,764.6024852618414
1,2.0,260.740224,1799.0,1594.413495,1333.673271,0.0
2,3.0,1207.560897,1799.0,3380.601324,2173.040427,0.0
3,4.0,309.989128,1800.0,2298.820404,1988.8312760000001,0.0
4,5.0,201.865603,1801.0,2564.852888,2362.9872849999997,0.0
5,6.0,101.393348,1802.0,2139.039109,2037.6457609999998,0.0
6,7.0,201.648952,1803.0,2395.15329,2193.504338,0.0
7,8.0,301.781998,1804.0,2522.203974,2220.421976,0.0
8,9.0,101.298902,1805.0,2153.62728,2052.328378,0.0
9,10.0,267.892841,1806.0,1709.952146,1442.0593050000002,0.0
10,11.0,1003.754896,1807.0,3166.342404,2162.587508,0.0
11,12.0,403.255341,1807.0,2608.592361,2205.33702,0.0
12,13.0,101.702936,1808.0,2195.364082,2093.661146,0.0
13,14.0,301.890932,1809.0,2346.011923,2044.120991,0.0
14,15.0,403.143847,1810.0,2453.780861,2050.6370140000004,0.0
15,16.0,206.407449,1811.0,2371.720452,2165.313003,0.0
16,17.0,202.799183,1812.0,2521.051049,2318.251866,0.0
17,18.0,284.176805,1813.0,1913.398189,1629.221384,0.0
18,19.0,903.516862,1814.0,3091.296481,2187.779619,0.0
19,20.0,515.09751,1814.0,2670.604381,2155.506871,0.0
20,21.0,1.345413,1815.0,2063.912587,2062.567174,0.0
21,22.0,502.303805,1816.0,2791.906537,2289.602732,0.0
22,23.0,201.31958,1817.0,2448.98677,2247.66719,0.0
23,24.0,201.455043,1818.0,2565.364314,2363.909271,0.0
24,25.0,111.636521,1819.0,2426.570342,2314.933821,0.0
25,26.0,287.60643,1820.0,4876.667987,4589.061557,0.0
26,27.0,1.39418,1821.0,1501.719664,1500.325484,0.0
27,28.0,3.036737,1822.0,1306.183552,1303.146815,0.0
28,29.0,1.116892,1822.0,1999.66984,1998.552948,0.0
29,30.0,201.512851,1823.0,2548.238035,2346.725184,0.0
30,31.0,101.284973,1824.0,2075.058129,1973.773156,0.0
31,32.0,602.673439,1825.0,2937.557326,2334.883887,0.0
32,33.0,201.81116,1826.0,0.0,0.0,0.0
