,Height,ConTime,Txs,TotalTime,NonConTime,Throughput,Overhead,Latency
0,1.0,2718870761.0,0.0,4398.73321,0.0,400.9514500404385,0.0,4.040389428287671
1,2.0,1005335415.0,0.0,2693.765791,0.0,0.0,0.0,0.0
2,3.0,5133403691.0,0.0,6760.50038,0.0,0.0,0.0,0.0
3,4.0,1410502435.0,0.0,3236.806762,0.0,0.0,0.0,0.0
4,5.0,1205679313.0,0.0,2870.937622,0.0,0.0,0.0,0.0
5,6.0,1100450003.0,0.0,2196.447263,0.0,0.0,0.0,0.0
6,7.0,1506814384.0,0.0,3218.08292,0.0,0.0,0.0,0.0
7,8.0,905486458.0,0.0,2643.113565,0.0,0.0,0.0,0.0
8,9.0,805493640.0,0.0,2509.57679,0.0,0.0,0.0,0.0
9,10.0,1607662417.0,0.0,3339.093305,0.0,0.0,0.0,0.0
10,11.0,7429576589.0,0.0,9090.998417,0.0,0.0,0.0,0.0
11,12.0,1306735596.0,0.0,2809.350041,0.0,0.0,0.0,0.0
12,13.0,1406748607.0,0.0,2948.341213,0.0,0.0,0.0,0.0
13,14.0,1364570797.0,0.0,2288.227788,0.0,0.0,0.0,0.0
14,15.0,1607636263.0,0.0,3274.354429,0.0,0.0,0.0,0.0
15,16.0,1205803482.0,0.0,2912.496389,0.0,0.0,0.0,0.0
16,17.0,904662241.0,0.0,2504.299247,0.0,0.0,0.0,0.0
17,18.0,1215219503.0,0.0,2891.333621,0.0,0.0,0.0,0.0
18,19.0,7729914089.0,0.0,9429.866987,0.0,0.0,0.0,0.0
19,20.0,904678065.0,0.0,2529.854673,0.0,0.0,0.0,0.0
20,21.0,1005301532.0,0.0,2791.291092,0.0,0.0,0.0,0.0
21,22.0,1064424236.0,0.0,5190.360241,0.0,0.0,0.0,0.0
22,23.0,1285265.0,0.0,1555.757377,0.0,0.0,0.0,0.0
23,24.0,1625498.0,0.0,1665.001821,0.0,0.0,0.0,0.0
24,25.0,1005519348.0,0.0,2709.870408,0.0,0.0,0.0,0.0
25,26.0,1422518300.0,0.0,3069.984091,0.0,0.0,0.0,0.0
26,27.0,7835297164.0,0.0,9452.765147,0.0,0.0,0.0,0.0
27,28.0,904838498.0,0.0,2522.545504,0.0,0.0,0.0,0.0
28,29.0,1023349129.0,0.0,2637.52812,0.0,0.0,0.0,0.0
29,30.0,1265071643.0,0.0,2278.01193,0.0,0.0,0.0,0.0
30,31.0,1822012014.0,0.0,3548.174147,0.0,0.0,0.0,0.0
31,32.0,1106149857.0,0.0,2822.03055,0.0,0.0,0.0,0.0
32,33.0,1007585150.0,0.0,2723.026696,0.0,0.0,0.0,0.0
33,34.0,1005486205.0,0.0,2606.55034,0.0,0.0,0.0,0.0
34,35.0,8131829324.0,0.0,9845.315313,0.0,0.0,0.0,0.0
35,36.0,1206475612.0,0.0,2884.294738,0.0,0.0,0.0,0.0
36,37.0,1005875161.0,0.0,2677.389043,0.0,0.0,0.0,0.0
37,38.0,965332574.0,0.0,5114.829447,0.0,0.0,0.0,0.0
38,39.0,10173787.0,0.0,1631.510874,0.0,0.0,0.0,0.0
39,40.0,1666440.0,0.0,1700.033027,0.0,0.0,0.0,0.0
40,41.0,703924003.0,0.0,2357.087578,0.0,0.0,0.0,0.0
41,42.0,1205683284.0,0.0,2910.715224,0.0,0.0,0.0,0.0
42,43.0,4719407564.0,0.0,6358.82724,0.0,0.0,0.0,0.0
43,44.0,1205331916.0,0.0,2853.143884,0.0,0.0,0.0,0.0
44,45.0,1308757705.0,0.0,2957.384722,0.0,0.0,0.0,0.0
45,46.0,1067104897.0,0.0,2164.517748,0.0,0.0,0.0,0.0
46,47.0,1511775949.0,0.0,3220.349447,0.0,0.0,0.0,0.0
47,48.0,1416078377.0,0.0,3137.380921,0.0,0.0,0.0,0.0
48,49.0,804280173.0,0.0,2461.727507,0.0,0.0,0.0,0.0
