,Height,ConTime,Txs,TotalTime,NonConTime,Throughput
0,1.0,1218.129742,1598.0,4843.80459,3625.6748479999997,402.3098569501183
1,2.0,703.324717,1599.0,4592.910002,3889.5852849999997,0.0
2,3.0,305.75611,1599.0,4035.141791,3729.385681,0.0
3,4.0,302.430894,1600.0,4124.595681,3822.1647869999997,0.0
4,5.0,324.567453,1601.0,2976.870437,2652.302984,0.0
5,6.0,1423.716889,1602.0,5346.617966,3922.9010769999995,0.0
6,7.0,3.327332,1603.0,3509.963668,3506.636336,0.0
7,8.0,703.192515,1603.0,4581.486278,3878.2937630000006,0.0
8,9.0,202.103565,1604.0,3629.403976,3427.300411,0.0
9,10.0,809.151563,1605.0,4724.487393,3915.3358300000004,0.0
10,11.0,102.549617,1606.0,3820.07233,3717.522713,0.0
11,12.0,403.567131,1607.0,4488.679736,4085.1126050000003,0.0
12,13.0,1.597512,1607.0,3777.306954,3775.7094420000003,0.0
13,14.0,402.8591,1608.0,4344.022082,3941.1629820000003,0.0
14,15.0,202.332932,1609.0,4206.699562,4004.36663,0.0
15,16.0,101.926975,1610.0,3978.325173,3876.3981980000003,0.0
16,17.0,201.807117,1610.0,3956.885699,3755.078582,0.0
17,18.0,527.624945,1611.0,4178.560454,3650.9355090000004,0.0
18,19.0,502.546887,1612.0,4690.811393,4188.2645059999995,0.0
19,20.0,315.491568,1613.0,0.0,0.0,0.0
